Leaf,TotalPacket,DropPacket
0,14748,69
1,11058,32
2,7454,36
3,8458,48
4,13010,80
5,11986,50
6,18743,147
7,9160,105
8,5541,35
9,13854,13
10,17989,81
11,14465,63
12,14612,98
13,16572,58
14,15496,122
15,14429,36
16,15077,5
17,19975,12
18,18892,178
19,14345,149
20,17385,53
21,18534,44
22,14020,227
23,11517,115
24,20432,169
25,2442,14
26,23345,86
27,23806,74
28,18518,74
29,7736,25
30,9139,202
31,2960,80
32,12890,130
33,10951,88
34,23785,36
35,18319,144
36,13260,79
37,17141,156
38,12760,142
39,13915,114
40,15009,105
41,15256,106
42,17945,196
43,24090,56
44,3968,15
45,13190,55
46,16016,158
47,10594,67
48,9597,6
49,7478,12
50,20414,153
51,12681,108
52,8860,104
53,14448,89
54,5785,50
55,16139,46
56,14132,20
57,12119,18
58,3130,18
59,9684,38
60,16123,61
61,9269,133
62,15343,75
63,7585,25
64,3621,6
65,9597,21
66,7382,11
67,10655,46
68,13543,52
69,9278,180
70,12225,130
71,8377,93
72,14589,37
73,12827,125
74,9757,43
75,19133,233
76,16766,32
77,17286,207
78,12768,44
79,15410,34
80,12610,33
81,8752,18
82,6201,1
83,14658,75
84,9469,125
85,12972,69
86,13357,37
87,14716,83
88,12399,131
89,9308,52
90,18420,93
91,9355,14
92,16917,74
93,14189,64
94,11633,116
95,13748,72
96,20078,153
97,16451,46
98,6236,26
99,5386,57
100,6419,14
101,12695,42
102,13750,29
103,10650,87
104,8661,12
105,10239,52
106,13842,57
107,11381,46
108,11157,112
109,15919,246
110,9388,23
111,17665,121
112,10485,119
113,10843,73
114,12612,190
