Leaf,TotalPacket,DropPacket
0,15696,196
1,11638,117
2,14089,125
3,14989,103
4,14023,145
5,12416,42
6,13278,325
7,13525,200
8,3749,109
9,8509,66
10,22375,77
11,16581,91
12,19388,177
13,16429,169
14,14732,194
15,17642,135
16,16473,116
17,16145,187
18,18482,163
19,12936,79
20,19215,233
21,16486,112
22,14395,168
23,12097,114
24,14105,133
25,5887,89
26,19266,200
27,19684,252
28,16283,132
29,6944,33
30,10413,64
31,3812,48
32,8822,76
33,15387,82
34,20880,270
35,16802,198
36,19198,74
37,19040,35
38,14767,92
39,12495,103
40,16485,136
41,17710,275
42,20026,221
43,25060,181
44,4103,70
45,13997,239
46,23068,237
47,15975,75
48,12426,134
49,6262,57
50,22336,393
51,18831,140
52,5935,85
53,13595,173
54,4838,153
55,14908,140
56,13972,70
57,14372,265
58,4713,76
59,11187,54
60,16646,128
61,10947,145
62,14092,299
63,5008,37
64,12400,91
65,14119,193
66,13019,99
67,13370,173
68,14440,130
69,14767,246
70,12039,75
71,6469,52
72,18452,190
73,13468,181
74,11108,269
75,15432,185
76,12114,217
77,21113,263
78,12367,207
79,14385,283
80,9834,147
81,5660,104
82,4712,3
83,11657,148
84,13814,108
85,11608,253
86,12539,230
87,15089,146
88,12464,221
89,14479,209
90,10643,164
91,12061,124
92,14926,287
93,15209,80
94,13353,127
95,14785,151
96,19497,187
97,15764,107
98,4463,16
99,4433,68
100,6374,141
101,14034,111
102,16245,129
103,15352,143
104,7725,35
105,17252,46
106,13147,48
107,8729,89
108,12518,96
109,9631,232
110,13652,137
111,19519,190
112,5766,43
113,11499,79
114,10884,99
