Leaf,TotalPacket,DropPacket
0,18169,387
1,12136,220
2,13137,423
3,11726,402
4,13856,251
5,10958,110
6,15912,419
7,12598,440
8,3904,164
9,8277,157
10,17430,377
11,11254,589
12,19052,300
13,14603,1016
14,16441,340
15,19493,277
16,18212,281
17,17638,452
18,18526,459
19,11225,357
20,13939,334
21,15493,456
22,15184,232
23,11820,279
24,13234,267
25,5973,129
26,17751,305
27,21335,308
28,12819,505
29,6926,61
30,10307,157
31,4028,73
32,8801,159
33,13671,453
34,19940,515
35,17029,324
36,18501,152
37,20502,204
38,12260,273
39,12654,251
40,16388,724
41,17811,534
42,21304,407
43,26008,344
44,4076,121
45,13737,542
46,22121,409
47,14565,371
48,12669,197
49,4851,86
50,20059,516
51,17206,532
52,5980,152
53,16034,286
54,5205,142
55,13633,521
56,10751,333
57,17506,490
58,4275,88
59,12159,289
60,15356,285
61,11609,211
62,15223,237
63,4739,52
64,12439,193
65,12222,459
66,11149,453
67,13546,305
68,13462,244
69,14973,328
70,6395,196
71,5911,85
72,18688,329
73,11878,403
74,4635,235
75,13848,290
76,4972,129
77,21010,481
78,13681,139
79,15628,424
80,11905,318
81,6541,188
82,4628,11
83,14490,175
84,12541,585
85,13232,349
86,13979,100
87,17541,250
88,11508,392
89,15539,298
90,16299,357
91,12779,279
92,13514,610
93,15265,216
94,12824,234
95,13288,588
96,19391,455
97,11782,774
98,3538,159
99,4626,132
100,6532,175
101,12001,380
102,13705,1027
103,18751,180
104,7889,77
105,16603,265
106,11737,161
107,9639,129
108,12651,233
109,9027,410
110,11710,307
111,20160,381
112,5841,104
113,11195,263
114,10803,203
