Leaf,TotalPacket,DropPacket
0,18488,24
1,8591,1
2,9056,39
3,10385,20
4,19610,33
5,10302,0
6,18399,19
7,10228,5
8,10572,30
9,9602,11
10,6994,40
11,9560,9
12,9925,0
13,19994,12
14,12679,33
15,6284,23
16,15277,7
17,22339,2
18,11168,31
19,10320,6
20,23364,90
21,18352,10
22,15358,12
23,13215,19
24,25379,20
25,10288,30
26,19064,11
27,24782,31
28,20785,42
29,13281,83
30,9154,20
31,4203,11
32,8230,11
33,11792,13
34,16108,29
35,21198,0
36,8842,18
37,14204,40
38,13858,47
39,15506,68
40,16391,25
41,12164,10
42,18334,32
43,28114,31
44,13369,48
45,10801,43
46,16495,32
47,13790,27
48,2463,23
49,7449,3
50,19516,3
51,9686,30
52,14883,22
53,13935,134
54,6179,8
55,17788,37
56,12368,55
57,7594,8
58,9267,6
59,12093,19
60,19486,2
61,10758,38
62,17221,10
63,13624,5
64,8924,20
65,10318,6
66,7608,6
67,10346,48
68,15505,4
69,12010,37
70,13586,29
71,8434,3
72,15067,16
73,16913,50
74,7504,20
75,18023,23
76,17873,48
77,9784,158
78,14997,72
79,13775,11
80,12796,51
81,13409,30
82,7550,2
83,14234,2
84,9280,34
85,4074,48
86,12816,8
87,17636,20
88,14695,66
89,9559,4
90,15520,10
91,10731,1
92,15276,19
93,11660,19
94,12463,36
95,11869,3
96,18462,1
97,16657,48
98,5957,20
99,11677,20
100,9788,4
101,12195,21
102,14458,63
103,13797,6
104,4991,7
105,16812,5
106,11793,29
107,10721,27
108,7197,5
109,11996,30
110,6961,4
111,16993,62
112,12856,35
113,13138,30
114,14042,15
