Leaf,TotalPacket,DropPacket
0,16728,588
1,10316,328
2,15149,240
3,13947,264
4,13008,342
5,10409,165
6,15070,454
7,13358,370
8,3870,173
9,8024,100
10,20914,289
11,15578,473
12,18063,446
13,16222,441
14,14693,306
15,16403,455
16,16250,229
17,16319,384
18,18854,358
19,12134,303
20,17776,636
21,16874,430
22,14421,332
23,12504,393
24,14088,255
25,5733,101
26,17953,535
27,19504,556
28,16787,277
29,6742,63
30,10356,190
31,3738,78
32,8970,116
33,14826,236
34,19914,661
35,17633,424
36,16208,268
37,18353,118
38,13430,255
39,12191,231
40,16100,406
41,17662,520
42,20132,575
43,24260,612
44,4237,109
45,14766,292
46,22133,570
47,15851,246
48,12137,237
49,6625,93
50,22339,689
51,18547,326
52,6345,58
53,13153,350
54,5062,150
55,14580,306
56,13164,251
57,13222,521
58,4415,94
59,11908,195
60,16788,211
61,11671,302
62,13610,526
63,5122,40
64,12297,275
65,14090,352
66,12385,243
67,13850,330
68,13996,288
69,13929,637
70,11109,204
71,6857,72
72,16671,386
73,13655,276
74,10854,455
75,14378,406
76,12920,294
77,21130,658
78,11827,294
79,14903,561
80,10226,376
81,5668,185
82,4685,23
83,11889,312
84,11881,326
85,11853,590
86,11407,623
87,15016,300
88,12536,379
89,15483,393
90,10662,365
91,12382,303
92,15080,545
93,15270,242
94,13546,236
95,13008,478
96,19570,313
97,16056,290
98,4045,41
99,4848,180
100,6775,191
101,14114,371
102,14330,358
103,14761,535
104,7663,55
105,15930,334
106,11625,201
107,8385,211
108,12818,268
109,9470,352
110,13122,387
111,18475,527
112,5395,103
113,11899,233
114,10863,130
