Leaf,TotalPacket,DropPacket
0,15869,7
1,11283,7
2,7918,3
3,8294,8
4,13281,13
5,12175,4
6,19629,15
7,9147,23
8,5633,5
9,13932,4
10,18432,15
11,15069,6
12,15437,5
13,17484,17
14,15590,15
15,14734,13
16,15311,2
17,20107,2
18,18846,19
19,14302,17
20,17806,12
21,19185,4
22,14088,10
23,11928,5
24,20124,38
25,2392,10
26,23614,5
27,24171,6
28,18685,21
29,8230,2
30,8741,16
31,2918,4
32,13642,14
33,11154,11
34,24783,6
35,19265,8
36,12896,12
37,18974,19
38,12295,24
39,13863,12
40,15242,5
41,15673,6
42,18082,32
43,24456,5
44,4126,6
45,13503,17
46,16442,29
47,10872,23
48,9996,0
49,7949,9
50,21213,25
51,12729,16
52,9342,11
53,14387,22
54,6065,2
55,16609,9
56,14269,9
57,12345,3
58,3116,1
59,9719,10
60,17035,10
61,10290,22
62,15853,6
63,8181,6
64,3968,1
65,10152,0
66,7484,2
67,11319,7
68,14819,7
69,9957,21
70,12587,20
71,8609,4
72,14841,17
73,13315,17
74,9994,4
75,19462,26
76,18064,10
77,17361,25
78,13379,4
79,15966,3
80,12895,3
81,9591,0
82,6218,0
83,13823,8
84,10883,11
85,13284,13
86,13375,13
87,15689,13
88,12527,13
89,9247,4
90,18919,7
91,9549,1
92,17586,10
93,14665,10
94,11786,21
95,14105,17
96,20630,16
97,16854,13
98,6169,8
99,5321,10
100,6471,7
101,12544,14
102,14534,7
103,11539,2
104,9271,1
105,10453,2
106,13962,16
107,11492,18
108,11062,17
109,15862,33
110,9574,1
111,19544,11
112,10621,13
113,10338,27
114,12859,24
