Leaf,TotalPacket,DropPacket
0,18867,688
1,11800,322
2,12778,733
3,11458,392
4,14684,366
5,11111,226
6,15012,781
7,13425,438
8,3584,194
9,8190,150
10,17556,540
11,11718,808
12,19248,489
13,15161,1589
14,16594,445
15,18949,476
16,19237,543
17,18357,618
18,17829,549
19,11361,330
20,13737,752
21,15260,541
22,15490,188
23,11911,416
24,13136,457
25,6218,118
26,16798,577
27,20298,632
28,12837,1024
29,6640,183
30,9808,287
31,3919,70
32,8672,169
33,14012,600
34,19062,821
35,17057,602
36,17663,217
37,20610,291
38,11941,547
39,12944,297
40,16233,621
41,18148,454
42,22121,526
43,26599,585
44,4237,114
45,13398,686
46,22540,638
47,14347,322
48,12521,246
49,5406,138
50,18779,736
51,15835,874
52,6068,162
53,15580,373
54,5624,183
55,14192,515
56,10774,535
57,17020,516
58,4318,141
59,12351,326
60,15749,250
61,11939,291
62,15408,347
63,4729,76
64,12283,312
65,12261,697
66,11658,462
67,13981,558
68,12836,393
69,15137,560
70,5997,226
71,6194,116
72,18791,478
73,12800,731
74,4951,164
75,14438,587
76,5115,88
77,20841,845
78,13192,262
79,14803,638
80,11827,332
81,6044,235
82,4634,63
83,14256,381
84,12810,1004
85,12926,424
86,14668,99
87,17141,318
88,11945,547
89,16148,430
90,16198,561
91,13125,299
92,13809,798
93,15690,463
94,13610,243
95,12568,765
96,18906,754
97,12515,1093
98,3513,144
99,5112,188
100,6013,422
101,11327,638
102,13859,1421
103,18201,193
104,7531,87
105,17207,292
106,11993,392
107,9415,197
108,12614,329
109,9155,605
110,11825,357
111,20724,392
112,5615,125
113,12300,367
114,10785,332
