Leaf,TotalPacket,DropPacket
0,16600,190
1,10854,148
2,14726,165
3,14212,126
4,14806,190
5,12227,71
6,15452,299
7,14329,313
8,3667,153
9,8581,84
10,21460,77
11,15825,137
12,19635,200
13,15656,251
14,14942,203
15,18036,167
16,16551,87
17,15325,233
18,18978,180
19,11519,96
20,18423,325
21,16849,135
22,15036,161
23,12513,144
24,14361,248
25,6146,109
26,19542,297
27,20579,205
28,15841,176
29,6847,30
30,10552,79
31,3782,44
32,8826,89
33,15484,88
34,20543,412
35,17194,251
36,18813,93
37,19282,49
38,15078,124
39,12234,117
40,15820,157
41,18822,274
42,19921,275
43,25198,224
44,4199,110
45,13959,253
46,23417,292
47,15063,104
48,12011,235
49,6610,59
50,23300,562
51,18895,200
52,5948,55
53,13698,253
54,5412,119
55,14957,169
56,13864,84
57,14517,577
58,4745,59
59,11385,61
60,16725,160
61,11418,190
62,14243,361
63,4957,49
64,12064,95
65,14427,208
66,12428,119
67,13884,194
68,14862,108
69,15457,246
70,11982,94
71,6634,62
72,17475,247
73,13968,186
74,11622,318
75,15641,202
76,12785,195
77,20819,408
78,12467,231
79,14203,326
80,10227,199
81,5922,116
82,4587,13
83,12461,208
84,12810,156
85,12024,537
86,11767,285
87,15440,197
88,13162,228
89,15152,359
90,10584,286
91,12034,157
92,15871,373
93,14848,110
94,13256,256
95,13572,206
96,19491,183
97,14743,197
98,4380,23
99,4815,61
100,6540,205
101,13168,158
102,15230,190
103,15230,178
104,7655,56
105,15834,85
106,12687,77
107,8441,109
108,12670,106
109,10358,477
110,14067,226
111,19160,400
112,5663,38
113,11582,99
114,11054,115
