Leaf,TotalPacket,DropPacket
0,18916,26
1,8636,1
2,9168,4
3,10458,9
4,19695,22
5,10302,0
6,18741,7
7,10463,1
8,10193,26
9,9785,3
10,7257,10
11,10102,1
12,9925,0
13,20154,18
14,13525,3
15,6390,6
16,15781,2
17,22470,0
18,11261,10
19,10745,0
20,23633,23
21,18867,2
22,15553,6
23,13884,3
24,26244,22
25,10464,26
26,19162,3
27,25813,11
28,20790,12
29,13517,21
30,9674,19
31,4459,5
32,8433,16
33,12486,2
34,16483,10
35,21198,0
36,8831,6
37,14686,14
38,14781,13
39,16330,25
40,17221,7
41,12596,5
42,18948,22
43,29918,19
44,13088,21
45,10553,15
46,17038,27
47,14666,11
48,2626,10
49,7922,0
50,19872,0
51,9745,19
52,14873,8
53,14306,20
54,6225,2
55,18127,16
56,12419,17
57,7592,2
58,9669,2
59,12285,12
60,20014,0
61,11043,17
62,17882,0
63,13810,0
64,8959,8
65,10821,0
66,7685,4
67,10677,13
68,16026,0
69,12237,18
70,13588,22
71,8460,0
72,15664,9
73,16885,20
74,7132,19
75,18254,22
76,19290,15
77,9605,42
78,15756,20
79,13769,4
80,13068,8
81,14010,8
82,7592,1
83,14752,0
84,9931,4
85,4089,25
86,13001,1
87,17929,9
88,14677,34
89,9532,1
90,15718,2
91,10888,0
92,15220,20
93,11711,18
94,12695,8
95,12473,0
96,18376,1
97,16709,22
98,5926,5
99,11729,6
100,9918,1
101,12320,8
102,15626,19
103,14154,1
104,5211,4
105,16932,1
106,11763,25
107,10897,18
108,7119,6
109,12488,16
110,7320,3
111,16925,27
112,13225,12
113,13126,10
114,15008,5
