Leaf,TotalPacket,DropPacket
0,19136,76
1,8617,1
2,9270,1
3,10384,56
4,20487,45
5,10302,0
6,18643,30
7,10219,2
8,10536,22
9,10213,0
10,7333,26
11,10262,0
12,9795,1
13,20195,83
14,13457,2
15,6361,40
16,15806,0
17,22470,0
18,11750,112
19,10745,0
20,24392,138
21,18894,11
22,16197,0
23,13944,31
24,26324,24
25,10323,35
26,19829,0
27,26542,1
28,21208,62
29,13531,74
30,9756,51
31,4467,1
32,8403,42
33,12599,0
34,17142,8
35,21198,0
36,8896,21
37,14706,60
38,15666,0
39,16893,54
40,17539,2
41,12476,5
42,19124,90
43,30280,67
44,13362,37
45,10961,55
46,17151,54
47,14951,3
48,2606,16
49,7922,0
50,19872,1
51,10317,80
52,14810,56
53,14354,53
54,6313,2
55,18319,23
56,12352,25
57,7822,0
58,9929,0
59,12114,7
60,20014,0
61,11323,29
62,17801,1
63,13810,0
64,8938,4
65,10823,2
66,7690,1
67,11230,45
68,16026,0
69,12453,4
70,13618,69
71,8460,0
72,15862,3
73,17067,31
74,7348,4
75,18316,33
76,19807,1
77,9837,219
78,15735,23
79,14440,0
80,13136,2
81,13829,5
82,7606,1
83,14752,0
84,9923,4
85,4442,59
86,13114,0
87,18127,55
88,14610,90
89,9752,0
90,16208,0
91,10888,0
92,15482,38
93,12036,49
94,13015,62
95,12475,2
96,18497,0
97,16784,30
98,5957,1
99,11647,2
100,9980,0
101,13131,1
102,16240,114
103,14321,0
104,5236,1
105,17189,0
106,12716,42
107,10843,5
108,7123,2
109,12626,19
110,7578,0
111,17145,63
112,13513,41
113,13117,5
114,15043,2
