Leaf,TotalPacket,DropPacket
0,19156,192
1,11315,146
2,14084,244
3,9932,358
4,14698,162
5,11892,88
6,14139,298
7,15179,180
8,3110,113
9,8084,88
10,18282,216
11,10632,157
12,18996,188
13,15168,137
14,15278,223
15,19591,212
16,19092,122
17,17412,223
18,19534,154
19,10119,267
20,12537,149
21,18049,96
22,15069,117
23,11908,161
24,14144,166
25,5898,93
26,19493,94
27,21422,112
28,13213,140
29,6939,36
30,11169,75
31,3794,47
32,8675,117
33,14138,145
34,22110,267
35,18652,161
36,17378,113
37,20516,115
38,13379,153
39,12872,92
40,16956,275
41,18328,266
42,20945,261
43,26962,164
44,4153,82
45,13332,245
46,23195,243
47,14153,193
48,12295,141
49,4404,109
50,20838,145
51,18498,130
52,6194,83
53,16247,167
54,4948,129
55,15234,168
56,11652,152
57,16688,181
58,4231,71
59,12412,31
60,14433,119
61,12738,72
62,15224,189
63,4692,30
64,12301,71
65,13404,187
66,11103,157
67,14801,196
68,14682,99
69,15215,167
70,6275,123
71,6465,54
72,18718,167
73,13616,151
74,4864,73
75,16715,144
76,5025,61
77,22189,277
78,13693,111
79,15901,111
80,11275,141
81,5901,106
82,4691,18
83,13479,156
84,13820,205
85,11960,281
86,14662,94
87,16856,253
88,11699,185
89,15742,228
90,15123,355
91,12917,196
92,13695,135
93,15407,84
94,13057,160
95,12088,246
96,19565,162
97,12186,159
98,3027,114
99,4613,96
100,5901,151
101,11949,134
102,13619,104
103,19307,33
104,7771,39
105,16528,72
106,12228,106
107,9200,92
108,12904,89
109,7900,237
110,9854,250
111,20778,194
112,5870,72
113,11616,88
114,12074,87
