Leaf,TotalPacket,DropPacket
0,18019,200
1,11774,167
2,13648,313
3,10269,441
4,14999,180
5,12317,68
6,14246,383
7,15223,176
8,3419,133
9,8504,74
10,18593,272
11,10786,202
12,18720,289
13,13426,186
14,16377,221
15,19372,287
16,18995,186
17,17778,290
18,18060,216
19,11188,275
20,13334,168
21,16932,148
22,14927,155
23,11570,156
24,13215,274
25,5713,123
26,19331,85
27,20640,158
28,12126,172
29,7184,39
30,11020,176
31,3611,133
32,9079,78
33,14484,203
34,20062,371
35,17850,177
36,17471,208
37,19365,147
38,13337,221
39,12973,106
40,16888,334
41,17873,335
42,21261,220
43,26295,202
44,4107,100
45,12735,313
46,22122,397
47,14804,165
48,12490,391
49,5393,67
50,20149,192
51,17736,161
52,6420,88
53,15828,199
54,5109,211
55,14333,329
56,11436,205
57,17160,173
58,4537,93
59,12289,34
60,14069,148
61,12744,214
62,15122,186
63,4739,48
64,12620,95
65,11667,272
66,11053,190
67,13961,246
68,14922,123
69,14789,190
70,5908,154
71,6432,65
72,18456,211
73,12819,199
74,5186,145
75,16775,154
76,4987,70
77,20765,437
78,13245,92
79,14519,141
80,11412,174
81,6110,90
82,4787,24
83,14290,178
84,12601,251
85,12211,269
86,14891,76
87,17788,230
88,11869,222
89,15717,262
90,15083,330
91,13336,180
92,12953,202
93,14488,116
94,13062,192
95,13127,297
96,19105,203
97,11640,180
98,3184,228
99,4546,121
100,6505,177
101,11374,153
102,13074,157
103,18802,55
104,7757,64
105,16129,91
106,11210,165
107,8734,156
108,13211,95
109,8072,278
110,10818,305
111,20417,239
112,5802,58
113,10744,136
114,11039,294
