Leaf,TotalPacket,DropPacket
0,16142,16
1,11713,0
2,8127,0
3,8678,21
4,13371,33
5,12527,0
6,20029,22
7,10095,20
8,5668,11
9,14041,0
10,18374,66
11,15652,2
12,16038,0
13,18001,12
14,16454,5
15,15023,27
16,15398,0
17,20284,0
18,19905,24
19,15066,1
20,18204,4
21,19279,2
22,14510,6
23,11978,6
24,21094,32
25,2380,29
26,24269,0
27,24800,0
28,18982,38
29,8056,23
30,9334,22
31,2890,18
32,13993,12
33,12150,0
34,24952,8
35,19678,13
36,13424,22
37,18951,47
38,13506,15
39,14632,2
40,15938,0
41,15789,14
42,19073,7
43,25487,0
44,4117,23
45,13770,30
46,16895,114
47,11320,10
48,9996,0
49,8155,1
50,21625,32
51,13315,17
52,9585,37
53,14686,35
54,6211,0
55,17109,13
56,14214,20
57,12796,0
58,3361,0
59,9760,20
60,17487,8
61,10663,30
62,16385,0
63,8018,23
64,4072,0
65,10152,0
66,7861,0
67,11736,14
68,15162,2
69,9963,22
70,13108,21
71,8861,0
72,15137,11
73,13289,26
74,10446,0
75,19769,71
76,18478,7
77,18233,29
78,13644,0
79,16133,3
80,13258,0
81,9591,0
82,6218,0
83,15106,0
84,11229,9
85,13815,49
86,13847,1
87,16227,18
88,13502,16
89,9201,3
90,19713,0
91,9515,2
92,17629,22
93,14844,40
94,12424,17
95,14597,36
96,21685,2
97,17440,18
98,6199,19
99,5591,37
100,6799,0
101,13118,16
102,14572,13
103,11735,0
104,9257,1
105,10630,1
106,14344,10
107,12117,0
108,11962,17
109,17403,11
110,9787,1
111,19904,0
112,11000,10
113,11205,80
114,14034,12
