Leaf,TotalPacket,DropPacket
0,18561,217
1,11529,171
2,12677,311
3,11205,372
4,14301,222
5,11115,120
6,14516,433
7,13769,216
8,3443,137
9,8261,95
10,17171,277
11,9626,271
12,19177,255
13,12962,239
14,15138,345
15,19476,309
16,18408,221
17,17727,264
18,18509,225
19,11331,329
20,12928,205
21,16256,164
22,15203,169
23,11815,179
24,12564,239
25,6169,86
26,18077,166
27,20383,231
28,11636,266
29,6906,43
30,10609,124
31,3900,56
32,8974,88
33,13531,152
34,20051,448
35,17649,240
36,18168,135
37,19865,183
38,12135,237
39,12344,135
40,16411,343
41,17495,396
42,20443,293
43,25425,273
44,4248,99
45,13771,269
46,21890,430
47,14649,195
48,11921,180
49,5388,71
50,18710,260
51,18114,200
52,5925,90
53,16088,215
54,5066,125
55,13925,383
56,10711,208
57,16997,223
58,4123,103
59,12528,43
60,14778,157
61,12328,164
62,15028,207
63,4752,39
64,12462,106
65,12179,282
66,11274,206
67,13594,312
68,13473,153
69,14519,298
70,5502,168
71,5699,78
72,17851,275
73,12164,246
74,4858,68
75,15082,151
76,4950,48
77,20557,375
78,13448,128
79,14375,163
80,11412,160
81,5800,118
82,4597,22
83,13621,258
84,12874,257
85,12952,330
86,13955,89
87,17847,268
88,12052,186
89,15734,315
90,15647,384
91,12840,232
92,12077,225
93,14993,142
94,12940,186
95,11909,430
96,18721,229
97,10801,269
98,2949,148
99,4808,97
100,5672,192
101,12080,185
102,12343,195
103,18405,60
104,7851,52
105,16133,158
106,11734,157
107,9385,109
108,12951,122
109,8183,271
110,10886,387
111,19795,482
112,5527,73
113,11059,149
114,10821,137
