Leaf,TotalPacket,DropPacket
0,19209,127
1,11884,150
2,15432,117
3,15537,119
4,14168,165
5,12190,63
6,14481,325
7,15739,176
8,3767,135
9,8967,81
10,23512,129
11,17247,63
12,19896,219
13,16900,199
14,15702,177
15,18797,123
16,17041,126
17,17026,270
18,20413,163
19,12910,68
20,20647,195
21,17769,105
22,15690,139
23,12807,92
24,14820,170
25,5853,113
26,19790,297
27,20898,204
28,17173,201
29,6993,29
30,11302,83
31,3893,37
32,9038,59
33,16062,97
34,22422,279
35,17288,258
36,19602,129
37,18765,54
38,15161,95
39,12623,152
40,16032,156
41,19695,235
42,20990,207
43,27719,141
44,4378,166
45,14414,252
46,24068,220
47,16728,123
48,12658,148
49,6724,64
50,24573,405
51,19246,131
52,6531,99
53,13921,191
54,5119,147
55,15346,128
56,14615,53
57,14958,298
58,4926,66
59,11210,50
60,18313,159
61,11122,215
62,14885,321
63,5096,53
64,12930,83
65,15103,180
66,13394,83
67,14819,155
68,15272,120
69,16123,231
70,12068,77
71,6859,46
72,17147,236
73,14715,147
74,12091,284
75,15779,212
76,13548,202
77,22934,397
78,12633,241
79,15966,393
80,10959,183
81,6347,164
82,4599,9
83,13481,160
84,13396,131
85,12271,182
86,13065,340
87,16347,164
88,13672,215
89,15748,201
90,11787,181
91,12363,192
92,16177,328
93,15534,72
94,14059,105
95,15018,216
96,20612,150
97,15866,119
98,4594,34
99,4701,61
100,7023,154
101,14522,126
102,16062,182
103,16490,178
104,7744,58
105,16479,57
106,12883,80
107,8796,104
108,13099,77
109,10946,242
110,14676,109
111,19938,297
112,5777,70
113,12574,61
114,11999,84
