Leaf,TotalPacket,DropPacket
0,19603,123
1,12047,95
2,15666,89
3,15536,57
4,14807,129
5,12400,50
6,16100,238
7,14856,140
8,4272,114
9,8894,68
10,23009,66
11,17788,62
12,20739,172
13,17416,169
14,15823,153
15,19533,93
16,17685,57
17,15960,158
18,20006,124
19,13480,43
20,20948,169
21,17955,94
22,15167,125
23,13612,71
24,15235,151
25,6292,95
26,20398,260
27,22103,201
28,16381,88
29,7056,18
30,11623,110
31,3959,59
32,9063,82
33,16033,109
34,23239,276
35,19066,182
36,20038,117
37,19121,28
38,15503,129
39,13414,108
40,16903,115
41,19647,217
42,22037,205
43,27714,150
44,4273,104
45,14842,191
46,24891,180
47,16763,61
48,12808,162
49,6554,73
50,25112,262
51,19463,107
52,6452,71
53,14785,177
54,5329,155
55,15536,209
56,15105,63
57,15624,266
58,4897,72
59,12849,19
60,16874,105
61,11405,174
62,15401,246
63,5340,53
64,13319,76
65,15267,140
66,14453,64
67,14871,139
68,14954,174
69,16200,202
70,12712,71
71,6759,59
72,18067,156
73,14611,132
74,11987,261
75,15982,151
76,13911,115
77,23122,293
78,12745,245
79,16244,326
80,11256,132
81,6426,105
82,4722,8
83,13306,147
84,14404,167
85,13170,213
86,13431,201
87,15565,180
88,13728,180
89,16024,230
90,12013,168
91,12941,102
92,16223,267
93,15056,66
94,14213,113
95,14513,164
96,19852,148
97,15289,121
98,4604,11
99,4842,72
100,7185,157
101,15022,123
102,16547,134
103,16636,131
104,7664,40
105,18024,56
106,13252,50
107,8925,61
108,13159,84
109,11036,184
110,15613,108
111,21334,168
112,5862,57
113,12839,56
114,12320,165
