Leaf,TotalPacket,DropPacket
0,16176,13
1,11386,14
2,8109,1
3,8447,12
4,13360,25
5,12174,4
6,19682,27
7,10373,17
8,5669,7
9,14040,1
10,18301,43
11,15536,9
12,15400,10
13,17454,18
14,16084,11
15,15025,27
16,15398,0
17,20217,1
18,19109,38
19,14398,11
20,18167,16
21,19006,8
22,14127,13
23,11716,20
24,20729,63
25,2334,15
26,23805,10
27,24106,9
28,18963,34
29,7999,23
30,9019,24
31,2976,7
32,13840,16
33,11647,4
34,24793,5
35,19372,9
36,13063,20
37,19023,35
38,12881,29
39,14035,16
40,15832,5
41,15631,12
42,18419,30
43,24616,10
44,4081,15
45,13692,12
46,16404,81
47,11023,18
48,9994,1
49,7918,8
50,21456,48
51,13128,7
52,9285,17
53,14386,23
54,6211,0
55,16880,10
56,14219,11
57,12796,0
58,3361,0
59,9622,24
60,17164,19
61,10542,28
62,15903,11
63,8021,14
64,4056,2
65,10152,0
66,7631,6
67,11732,14
68,14928,8
69,9739,47
70,12810,22
71,8609,4
72,14820,15
73,13278,25
74,10197,2
75,19530,47
76,18108,13
77,17617,28
78,13510,6
79,15996,5
80,13139,2
81,9502,2
82,6218,0
83,14582,11
84,10943,20
85,13850,14
86,13585,14
87,15914,14
88,13356,14
89,9260,15
90,19376,8
91,9519,3
92,17579,10
93,15007,16
94,12307,24
95,14629,35
96,21040,13
97,17001,19
98,6237,11
99,5300,16
100,6760,6
101,13131,19
102,14287,18
103,11537,2
104,9209,6
105,10370,4
106,14233,26
107,11804,18
108,11919,14
109,16453,20
110,9792,1
111,19450,5
112,10846,28
113,10790,57
114,13332,26
