Leaf,TotalPacket,DropPacket
0,17926,120
1,8325,11
2,8672,110
3,10311,36
4,19451,59
5,10011,8
6,18579,31
7,9871,47
8,10639,37
9,9964,178
10,7128,27
11,9443,79
12,9363,16
13,19723,41
14,12616,81
15,6056,60
16,15352,49
17,21335,29
18,11012,77
19,10437,28
20,22784,197
21,17883,116
22,15092,183
23,11903,115
24,25384,192
25,10588,75
26,18951,153
27,24583,350
28,20023,132
29,12971,210
30,8557,101
31,4182,50
32,8156,21
33,12065,155
34,16247,123
35,20907,29
36,8252,42
37,14083,126
38,13369,251
39,15445,43
40,16255,85
41,12022,131
42,17851,97
43,27155,449
44,12703,106
45,10554,51
46,16393,135
47,13529,189
48,2370,37
49,7506,26
50,18150,58
51,8874,98
52,13554,27
53,13338,135
54,5736,31
55,17155,83
56,12032,39
57,7650,24
58,8890,61
59,11514,67
60,18771,46
61,10622,154
62,16962,29
63,13520,11
64,8586,24
65,9789,106
66,7556,19
67,10444,85
68,14693,138
69,12082,139
70,13155,28
71,8174,26
72,14826,202
73,16103,53
74,7262,57
75,16454,125
76,18467,119
77,9061,140
78,14949,165
79,13167,66
80,12576,73
81,13343,106
82,7277,10
83,13982,22
84,8751,189
85,4208,92
86,12069,110
87,17359,151
88,14590,83
89,9023,27
90,15350,70
91,10225,34
92,14718,163
93,11449,60
94,12012,138
95,11142,103
96,17553,110
97,16189,56
98,5825,38
99,10935,97
100,9369,177
101,11945,102
102,14870,156
103,13553,86
104,4978,83
105,16484,151
106,11723,106
107,10403,42
108,7076,13
109,11017,75
110,6860,59
111,16624,56
112,12993,156
113,12809,150
114,14053,113
