Leaf,TotalPacket,DropPacket
0,18919,41
1,8656,1
2,9099,5
3,10249,19
4,19996,25
5,10302,0
6,18645,50
7,10512,1
8,10564,46
9,9727,4
10,7128,9
11,10034,1
12,9742,4
13,19885,26
14,13577,1
15,6085,19
16,15806,0
17,22470,0
18,11462,5
19,10537,2
20,23938,94
21,18295,5
22,15306,10
23,13788,5
24,25496,75
25,10426,33
26,19432,3
27,24834,33
28,20810,23
29,13444,79
30,9707,27
31,4341,5
32,8414,19
33,12062,6
34,16637,12
35,21198,0
36,8887,31
37,14159,29
38,14776,14
39,16223,43
40,16593,14
41,12349,8
42,18993,44
43,28818,17
44,12780,31
45,10761,31
46,16964,32
47,14331,41
48,2519,7
49,7922,0
50,19608,1
51,9888,25
52,14857,7
53,14090,32
54,6184,1
55,18062,29
56,12373,13
57,7570,5
58,9528,4
59,12093,34
60,20015,1
61,10758,56
62,17633,1
63,13810,0
64,8818,11
65,10424,3
66,7579,3
67,10356,28
68,16005,1
69,12288,13
70,13175,28
71,8460,0
72,15882,4
73,17051,14
74,7420,5
75,17560,66
76,19183,15
77,9315,106
78,15147,21
79,13926,4
80,12851,27
81,13544,21
82,7330,2
83,14752,0
84,9253,8
85,4107,44
86,13045,1
87,17818,57
88,14526,32
89,9470,2
90,15727,3
91,10888,0
92,15486,23
93,11810,7
94,12590,52
95,12474,1
96,18497,0
97,16540,29
98,5931,2
99,11733,29
100,9793,4
101,12304,10
102,15064,40
103,13647,5
104,4973,4
105,16911,2
106,11882,26
107,10807,23
108,7162,2
109,12257,9
110,7092,4
111,16886,26
112,13324,84
113,12976,18
114,14613,14
