Leaf,TotalPacket,DropPacket
0,19356,147
1,8677,0
2,9325,0
3,10411,24
4,20380,43
5,10302,0
6,18600,34
7,10320,1
8,10435,26
9,10213,0
10,7117,15
11,10262,0
12,9925,0
13,20210,42
14,13577,1
15,6291,47
16,15795,1
17,22470,0
18,11850,131
19,10666,1
20,24402,124
21,18894,11
22,16197,0
23,13969,0
24,26252,22
25,10816,31
26,19829,0
27,26591,1
28,21123,56
29,13902,84
30,9755,48
31,4500,1
32,8325,17
33,12599,0
34,17108,6
35,21198,0
36,9001,17
37,14678,75
38,15666,0
39,16597,53
40,17748,1
41,12759,2
42,19101,184
43,30258,28
44,13368,26
45,10959,54
46,17189,37
47,15098,2
48,2689,82
49,7922,0
50,19872,0
51,10164,86
52,14763,9
53,14222,54
54,6322,11
55,18503,85
56,12428,27
57,7822,0
58,9929,0
59,12373,81
60,20014,0
61,11355,33
62,17882,0
63,13810,0
64,9028,2
65,10822,1
66,7755,1
67,10759,44
68,16026,0
69,12400,4
70,13507,73
71,8460,0
72,15934,1
73,17112,23
74,7630,2
75,18333,11
76,20056,0
77,10076,205
78,15698,14
79,14440,0
80,13169,1
81,14197,14
82,7606,1
83,14752,0
84,9694,2
85,4503,56
86,13114,0
87,18156,92
88,14738,70
89,9752,0
90,16208,0
91,10888,0
92,15486,38
93,12052,32
94,12709,49
95,12475,2
96,18497,0
97,16843,28
98,5956,0
99,11673,3
100,9980,0
101,13132,0
102,15936,101
103,14321,0
104,5320,0
105,17189,0
106,12821,103
107,10858,3
108,7263,0
109,12498,24
110,7578,0
111,17153,62
112,13463,41
113,13005,49
114,15117,1
