Leaf,TotalPacket,DropPacket
0,16212,0
1,11713,0
2,8127,0
3,8709,0
4,13416,15
5,12527,0
6,20153,2
7,10688,0
8,5414,4
9,14041,0
10,18532,3
11,15703,0
12,16038,0
13,17770,28
14,16577,0
15,14933,24
16,15398,0
17,20284,0
18,20248,3
19,15135,0
20,18549,2
21,19412,0
22,14696,0
23,12234,0
24,21890,3
25,2429,2
26,24269,0
27,24800,0
28,19258,4
29,7943,4
30,9468,0
31,3244,0
32,14016,36
33,12150,0
34,24920,2
35,19966,0
36,13439,4
37,19233,2
38,13754,0
39,14630,0
40,15938,0
41,15901,0
42,19110,1
43,25487,0
44,4013,5
45,13936,5
46,17462,4
47,11549,0
48,9996,0
49,8216,0
50,22205,0
51,13415,22
52,9627,3
53,14597,4
54,6211,0
55,17135,11
56,14023,4
57,12796,0
58,3361,0
59,9810,3
60,18005,0
61,11054,4
62,16385,0
63,8330,0
64,4072,0
65,10152,0
66,7861,0
67,11741,0
68,15189,0
69,10606,0
70,12947,7
71,8861,0
72,15392,1
73,13719,0
74,10446,0
75,20096,0
76,18477,0
77,18016,16
78,13644,0
79,16136,0
80,13258,0
81,9591,0
82,6218,0
83,15106,0
84,11473,0
85,13938,0
86,14065,0
87,16241,3
88,13625,4
89,9610,0
90,19713,0
91,9548,0
92,17652,46
93,15253,1
94,12960,25
95,15100,0
96,21828,0
97,17275,3
98,6271,3
99,5651,3
100,6799,0
101,13461,12
102,14624,0
103,11735,0
104,9278,0
105,10701,0
106,14648,0
107,12117,0
108,12287,0
109,17548,0
110,9822,0
111,19904,0
112,11382,0
113,11176,3
114,14172,0
