Leaf,TotalPacket,DropPacket
0,19306,32
1,8677,0
2,9325,0
3,10387,13
4,20493,76
5,10302,0
6,18587,33
7,10497,1
8,10279,5
9,10213,0
10,7244,3
11,10262,0
12,9925,0
13,20208,40
14,13584,11
15,6271,46
16,15720,12
17,22470,0
18,11780,81
19,10745,0
20,24327,111
21,18894,11
22,16197,0
23,13979,16
24,26200,14
25,10522,3
26,19829,0
27,26537,1
28,21125,59
29,13958,59
30,9848,31
31,4255,3
32,8374,5
33,12599,0
34,17069,4
35,21198,0
36,9017,36
37,14708,62
38,15666,0
39,16970,15
40,17769,0
41,12891,2
42,19186,135
43,30292,26
44,13460,6
45,10838,61
46,17397,46
47,14947,2
48,2703,47
49,7922,0
50,19872,0
51,10145,85
52,14699,9
53,14259,5
54,6322,11
55,18441,92
56,12467,5
57,7822,0
58,9929,0
59,12209,4
60,20014,0
61,11431,84
62,17882,0
63,13810,0
64,8926,1
65,10821,0
66,7940,0
67,11061,66
68,16026,0
69,12392,4
70,13623,4
71,8460,0
72,16132,0
73,17080,3
74,7532,3
75,18386,5
76,19909,1
77,9918,59
78,15554,6
79,14440,0
80,13013,2
81,13960,7
82,7600,5
83,14752,0
84,9706,2
85,4449,20
86,13114,0
87,18149,55
88,14774,38
89,9752,0
90,16208,0
91,10888,0
92,15533,59
93,12060,36
94,12852,50
95,12475,2
96,18497,0
97,16834,27
98,5956,0
99,11887,0
100,9980,0
101,13115,1
102,16045,52
103,14321,0
104,5211,1
105,17189,0
106,12552,43
107,10953,2
108,7180,3
109,12607,23
110,7578,0
111,17136,15
112,13523,32
113,13268,98
114,14889,1
