Leaf,TotalPacket,DropPacket
0,17836,226
1,11263,197
2,12561,334
3,10414,381
4,14051,210
5,11238,86
6,12977,485
7,13628,318
8,3337,156
9,7523,137
10,17759,276
11,9935,232
12,18723,283
13,13306,206
14,15527,268
15,18422,351
16,18365,180
17,17290,296
18,18244,248
19,10292,324
20,12459,232
21,15921,143
22,14922,203
23,11541,178
24,13559,186
25,5722,119
26,18439,112
27,20097,207
28,12124,223
29,6719,45
30,10424,143
31,3591,52
32,8783,76
33,13108,158
34,19462,399
35,16204,230
36,17381,139
37,19243,170
38,12210,227
39,12124,138
40,16698,346
41,17700,345
42,21063,263
43,25670,245
44,3563,119
45,13348,255
46,22069,334
47,14306,169
48,11995,162
49,5409,75
50,19056,260
51,17269,197
52,5532,104
53,15981,205
54,5269,169
55,14524,228
56,11263,173
57,16060,207
58,4510,86
59,12257,36
60,14980,107
61,12429,90
62,14479,243
63,4615,30
64,12561,102
65,10432,357
66,10590,242
67,14058,241
68,14280,170
69,14049,225
70,5491,181
71,5794,94
72,18185,209
73,12117,244
74,4729,90
75,16031,137
76,4689,78
77,20572,426
78,13950,92
79,14788,130
80,10790,188
81,6094,119
82,4595,31
83,14020,157
84,12604,270
85,11613,388
86,13889,92
87,16891,335
88,11159,219
89,15956,281
90,15669,378
91,11900,310
92,12887,172
93,14260,153
94,12901,205
95,12447,270
96,18385,280
97,11160,236
98,2896,191
99,4529,84
100,5939,160
101,12498,190
102,11996,194
103,18565,54
104,7664,69
105,15487,131
106,11055,208
107,8794,122
108,12754,128
109,7183,341
110,11020,312
111,19180,313
112,5461,111
113,10447,129
114,10937,109
