Leaf,TotalPacket,DropPacket
0,17904,167
1,11140,122
2,15387,108
3,14476,96
4,14318,131
5,12603,51
6,14157,288
7,14507,188
8,3924,109
9,8653,81
10,23608,51
11,17613,81
12,20044,146
13,16516,198
14,15289,189
15,18508,98
16,17702,76
17,16319,183
18,20147,101
19,13489,57
20,21120,187
21,18205,109
22,15352,125
23,13488,71
24,14384,171
25,5709,96
26,19658,189
27,21034,219
28,16265,111
29,7023,31
30,10916,60
31,3782,59
32,9175,56
33,16465,82
34,22649,200
35,17540,169
36,19628,65
37,19185,33
38,15366,93
39,12309,86
40,16777,130
41,19211,194
42,21976,185
43,27535,139
44,4093,62
45,13618,196
46,24208,222
47,17466,64
48,12484,125
49,6678,53
50,23148,356
51,19372,141
52,6220,83
53,14184,146
54,5040,135
55,15754,106
56,14422,58
57,14663,263
58,4760,56
59,12533,25
60,17208,117
61,11617,131
62,13522,309
63,5135,43
64,12689,84
65,14431,214
66,13788,101
67,14063,143
68,14801,127
69,15471,204
70,11394,92
71,6618,54
72,17832,198
73,14156,140
74,11317,271
75,16320,170
76,12444,194
77,21840,289
78,11495,252
79,15326,261
80,10876,153
81,6102,88
82,4696,9
83,12032,184
84,13635,144
85,11892,212
86,13340,198
87,15551,137
88,13303,174
89,13708,274
90,12017,140
91,13416,90
92,15158,282
93,15411,72
94,13446,143
95,14210,165
96,19852,144
97,16481,103
98,4493,24
99,4822,63
100,6406,131
101,15393,105
102,15444,133
103,16079,151
104,7282,67
105,17982,44
106,12845,47
107,9008,69
108,13016,61
109,9881,202
110,14583,127
111,21410,168
112,5876,42
113,12478,73
114,11781,86
