Leaf,TotalPacket,DropPacket
0,17992,34
1,8407,5
2,8719,22
3,10269,10
4,19210,60
5,10247,1
6,18416,22
7,10050,13
8,10527,27
9,9371,38
10,6932,21
11,9524,56
12,9508,4
13,19449,34
14,12518,22
15,6073,25
16,15300,14
17,22229,5
18,11163,21
19,10348,8
20,23110,40
21,17814,29
22,14877,31
23,12698,39
24,25608,44
25,10553,18
26,18809,25
27,24663,59
28,20555,34
29,13184,41
30,9247,27
31,4121,19
32,8223,13
33,11438,59
34,16162,68
35,20957,6
36,8419,12
37,13830,34
38,13244,88
39,15824,77
40,16491,47
41,12203,27
42,17964,35
43,27358,93
44,12792,31
45,10404,32
46,16711,41
47,13909,59
48,2613,21
49,7432,15
50,19361,3
51,9044,46
52,14935,6
53,13326,43
54,5755,21
55,17493,45
56,11981,20
57,7578,9
58,9099,19
59,11882,29
60,19499,7
61,10568,52
62,17180,13
63,13804,5
64,8809,10
65,9828,29
66,7704,9
67,10449,50
68,15128,14
69,12083,23
70,13424,18
71,8160,5
72,14914,61
73,17051,18
74,7213,9
75,17151,51
76,18177,56
77,9474,37
78,14891,69
79,13743,25
80,12585,22
81,13322,38
82,7107,10
83,14102,15
84,9037,37
85,3965,31
86,12766,19
87,17007,45
88,14611,36
89,9499,8
90,15568,34
91,10664,4
92,14611,31
93,11515,29
94,12267,28
95,11719,9
96,17848,8
97,16478,36
98,5889,5
99,10991,40
100,9497,20
101,12311,54
102,15018,43
103,13447,18
104,4941,9
105,16470,22
106,11183,48
107,10665,16
108,7097,12
109,11912,17
110,7122,7
111,16689,29
112,12747,28
113,12611,30
114,14003,17
