Leaf,TotalPacket,DropPacket
0,18003,233
1,11599,169
2,13318,290
3,10357,384
4,14571,196
5,11609,91
6,13812,409
7,15103,203
8,3323,158
9,8115,133
10,18323,275
11,10837,191
12,19356,232
13,12851,242
14,14895,281
15,19175,329
16,18883,172
17,17887,239
18,17894,271
19,11170,316
20,13358,207
21,17107,120
22,14984,156
23,11945,168
24,13912,176
25,6184,104
26,18876,115
27,20738,173
28,11565,208
29,6912,40
30,10594,109
31,3811,71
32,8407,133
33,13512,140
34,20962,359
35,17427,213
36,17444,139
37,19636,142
38,12302,230
39,11777,142
40,15905,387
41,18174,308
42,20800,297
43,26110,225
44,3995,89
45,13349,286
46,23157,266
47,14707,178
48,11787,175
49,5305,75
50,20007,240
51,17473,155
52,6106,95
53,16602,209
54,5039,111
55,15188,209
56,11289,236
57,15656,245
58,4323,85
59,11632,50
60,14369,108
61,12406,111
62,14083,256
63,4824,34
64,12139,85
65,12068,338
66,10802,231
67,13787,284
68,14533,134
69,14112,213
70,6094,131
71,6342,74
72,18765,211
73,12770,223
74,4636,68
75,16402,127
76,5008,80
77,20641,426
78,13352,128
79,15017,130
80,11213,209
81,5818,151
82,4469,35
83,13653,195
84,13395,254
85,12136,351
86,14940,81
87,17678,265
88,11903,179
89,16032,288
90,15488,410
91,12866,203
92,13173,179
93,14359,116
94,13252,185
95,11961,303
96,18190,259
97,11895,223
98,3144,156
99,4369,81
100,5645,165
101,12029,185
102,13181,156
103,19014,43
104,7688,60
105,16421,124
106,11635,160
107,9020,99
108,12343,164
109,7459,301
110,10697,292
111,19178,340
112,5806,72
113,11174,135
114,11035,155
