Leaf,TotalPacket,DropPacket
0,19010,554
1,12139,340
2,13225,730
3,11652,374
4,14747,492
5,11427,286
6,16081,659
7,13537,519
8,4141,152
9,8229,167
10,18751,514
11,12649,938
12,19577,435
13,16565,1438
14,16878,417
15,19646,306
16,19165,466
17,18519,708
18,18516,765
19,11677,486
20,14400,1181
21,16841,715
22,15711,232
23,12150,395
24,13149,508
25,6036,92
26,18790,669
27,20199,646
28,13995,1298
29,7143,186
30,10242,383
31,4035,53
32,9061,345
33,14125,762
34,20702,1012
35,17413,733
36,17988,216
37,20504,342
38,12352,539
39,13441,275
40,16681,994
41,18314,642
42,22345,473
43,27082,405
44,4379,131
45,14631,703
46,23056,689
47,14404,505
48,12929,183
49,5401,104
50,20442,769
51,16598,918
52,6303,249
53,16389,459
54,5243,157
55,13385,505
56,11036,589
57,17668,663
58,4658,167
59,12435,266
60,16454,522
61,12317,253
62,15303,337
63,4702,91
64,12693,432
65,13334,745
66,12237,663
67,14941,446
68,12936,472
69,15696,551
70,6335,187
71,6311,127
72,19900,439
73,12552,756
74,4993,131
75,14798,620
76,5380,168
77,21929,821
78,13724,284
79,15699,649
80,11760,299
81,6455,293
82,4708,98
83,14481,431
84,13408,1227
85,13935,381
86,15313,145
87,17393,658
88,11694,540
89,15418,500
90,16195,526
91,13597,371
92,14234,824
93,15835,317
94,13836,383
95,13535,856
96,20229,829
97,13963,1341
98,3471,217
99,5073,249
100,6391,441
101,12284,691
102,15094,1675
103,19307,282
104,7941,96
105,17809,511
106,12722,247
107,9802,120
108,13456,388
109,8929,504
110,12330,397
111,22399,550
112,5831,145
113,11933,208
114,11056,464
