Leaf,TotalPacket,DropPacket
0,18710,495
1,12232,337
2,15080,278
3,14959,248
4,14941,234
5,11946,166
6,15894,513
7,14689,334
8,4182,214
9,8690,176
10,22847,109
11,16546,390
12,19840,244
13,16398,363
14,15191,252
15,17847,347
16,17093,184
17,16734,391
18,19766,229
19,12678,199
20,19314,395
21,18023,293
22,15696,221
23,13730,165
24,15327,217
25,5732,225
26,19599,673
27,21106,320
28,17191,435
29,7102,65
30,11364,71
31,3773,105
32,9410,103
33,15733,151
34,22394,493
35,17914,569
36,19146,162
37,18989,154
38,14924,190
39,12898,230
40,16923,228
41,18867,336
42,21906,682
43,26268,349
44,4244,108
45,14680,351
46,23864,311
47,16826,247
48,12736,190
49,6756,64
50,25135,480
51,20134,288
52,6373,126
53,13854,188
54,5733,125
55,15505,276
56,13846,161
57,15119,410
58,4812,74
59,12096,220
60,17095,223
61,11091,268
62,15242,324
63,5277,139
64,13440,243
65,15420,196
66,13875,117
67,14294,221
68,14450,194
69,15892,329
70,12571,191
71,6710,51
72,18423,312
73,14630,178
74,11667,338
75,16264,235
76,13623,341
77,22339,496
78,12271,469
79,15376,515
80,10828,241
81,6380,235
82,4607,11
83,12741,261
84,12783,306
85,13330,355
86,13214,243
87,16047,188
88,13391,279
89,16076,398
90,11831,308
91,13078,263
92,16093,414
93,15042,216
94,14092,137
95,14198,238
96,20895,297
97,16195,267
98,4434,58
99,4657,88
100,7033,231
101,14148,177
102,16133,164
103,16914,403
104,7824,62
105,16220,349
106,13653,130
107,8947,104
108,13128,139
109,10611,233
110,15143,299
111,21249,426
112,6002,216
113,11965,117
114,11507,139
