Leaf,TotalPacket,DropPacket
0,19338,379
1,12078,297
2,15468,252
3,15283,407
4,14761,206
5,11634,126
6,15636,549
7,14679,340
8,4027,275
9,8826,123
10,23009,235
11,16821,233
12,19698,421
13,16715,306
14,16257,380
15,17862,146
16,17986,206
17,17362,301
18,19792,269
19,13403,146
20,20251,467
21,18178,241
22,16018,238
23,12787,223
24,14775,196
25,6128,140
26,20763,440
27,20387,370
28,17514,243
29,6889,59
30,11885,172
31,3856,56
32,9320,102
33,16240,408
34,21969,585
35,18388,376
36,18603,203
37,18790,74
38,15193,200
39,13018,283
40,17316,460
41,18914,395
42,21701,541
43,26897,478
44,4263,73
45,15082,312
46,23617,450
47,16070,256
48,12871,199
49,6483,107
50,24454,635
51,19619,257
52,6318,156
53,14452,277
54,5263,100
55,16191,359
56,13765,307
57,15828,706
58,4663,135
59,12691,105
60,18099,235
61,12274,382
62,16132,365
63,5338,49
64,13175,121
65,15324,250
66,13830,133
67,14750,186
68,15249,194
69,15933,251
70,12070,278
71,6714,120
72,17927,432
73,14665,244
74,11950,323
75,15810,351
76,13538,242
77,22852,456
78,12508,446
79,16496,446
80,10962,216
81,6536,147
82,4603,12
83,12529,434
84,13233,278
85,12791,437
86,13517,405
87,15859,185
88,13018,261
89,16077,624
90,12186,304
91,12645,283
92,15127,393
93,14992,295
94,14009,170
95,13669,414
96,20552,272
97,16573,525
98,4568,101
99,4827,139
100,7261,182
101,14409,269
102,16254,245
103,16357,469
104,7772,81
105,17694,290
106,13292,260
107,8947,180
108,13373,363
109,10562,418
110,14849,315
111,20495,361
112,5753,133
113,12160,96
114,12166,138
