Leaf,TotalPacket,DropPacket
0,18741,22
1,8626,3
2,9135,9
3,10494,17
4,19792,95
5,10302,0
6,18534,16
7,10293,14
8,10717,20
9,9650,18
10,7066,15
11,9829,20
12,9925,0
13,19782,19
14,13104,11
15,6138,33
16,15593,4
17,22362,2
18,11452,5
19,10570,5
20,23657,25
21,18450,7
22,15554,16
23,13439,20
24,25673,32
25,10481,19
26,19206,9
27,24973,38
28,20652,20
29,13670,54
30,9408,27
31,4336,7
32,8563,8
33,12127,12
34,16516,28
35,21178,2
36,8893,15
37,14212,17
38,14674,34
39,16111,67
40,16527,24
41,12307,31
42,18805,51
43,29009,35
44,13493,24
45,10906,32
46,17198,53
47,14241,20
48,2517,26
49,7667,4
50,19579,2
51,9908,19
52,14758,23
53,13640,49
54,6210,4
55,18185,19
56,12556,16
57,7587,7
58,9669,7
59,12099,28
60,20014,0
61,10898,69
62,17429,9
63,13799,2
64,8934,8
65,10441,4
66,7701,6
67,10489,42
68,15984,2
69,12025,29
70,13553,29
71,8460,0
72,15274,33
73,17039,23
74,7816,0
75,17868,29
76,18833,43
77,9892,83
78,15408,134
79,13961,11
80,12780,23
81,13938,32
82,7605,0
83,14752,0
84,9571,11
85,4043,53
86,12990,2
87,18010,22
88,14708,53
89,9491,2
90,15587,13
91,10639,1
92,15227,24
93,11471,32
94,12579,24
95,12223,1
96,18367,2
97,16772,35
98,5930,13
99,11804,69
100,9727,5
101,12260,38
102,15501,85
103,13968,3
104,5276,6
105,16913,3
106,11875,42
107,10915,12
108,7200,5
109,12238,11
110,7398,11
111,16976,69
112,13204,26
113,12976,42
114,14789,15
