Leaf,TotalPacket,DropPacket
0,21422,116
1,11630,316
2,16022,160
3,11872,216
4,15195,131
5,12576,38
6,16782,241
7,15219,139
8,3851,150
9,8867,66
10,19832,154
11,13158,86
12,19939,158
13,17259,136
14,16549,169
15,20340,201
16,19491,133
17,19421,147
18,20378,145
19,11510,161
20,14475,152
21,19413,59
22,15289,118
23,12747,111
24,14726,171
25,6459,113
26,20204,81
27,22580,133
28,15287,103
29,7441,43
30,11986,177
31,3979,49
32,9523,65
33,15907,124
34,23460,265
35,19660,200
36,17749,124
37,21003,76
38,14677,113
39,13909,148
40,17429,254
41,19673,214
42,23530,162
43,28310,157
44,4268,95
45,14626,201
46,25699,192
47,15790,155
48,13471,135
49,5643,89
50,22784,145
51,20377,117
52,7002,96
53,17657,116
54,5745,138
55,15579,202
56,12470,115
57,17994,181
58,4874,88
59,13544,26
60,16261,77
61,13345,71
62,16142,145
63,4855,49
64,13099,80
65,14379,142
66,12720,128
67,16446,130
68,15453,104
69,15360,276
70,6737,117
71,6581,53
72,20461,135
73,15305,141
74,5361,85
75,17950,115
76,5268,62
77,24212,278
78,14359,88
79,17074,82
80,11389,149
81,6613,132
82,4767,16
83,15181,92
84,14989,172
85,13192,170
86,15387,59
87,18647,233
88,13393,97
89,16485,314
90,16701,271
91,14281,127
92,16201,101
93,16217,53
94,13439,107
95,13927,228
96,20672,165
97,14082,88
98,3664,151
99,5241,114
100,6908,241
101,13282,123
102,16037,89
103,19813,38
104,7866,84
105,17794,45
106,12841,101
107,9922,71
108,13744,71
109,9341,397
110,11650,200
111,21927,257
112,5944,70
113,12233,68
114,12532,97
