Leaf,TotalPacket,DropPacket
0,20418,132
1,12393,220
2,16078,139
3,16074,99
4,15190,178
5,12775,57
6,16214,367
7,15641,313
8,3659,157
9,8814,76
10,23876,92
11,18208,159
12,20559,208
13,17882,288
14,16432,161
15,19685,119
16,18317,94
17,17613,271
18,20342,173
19,14695,51
20,20741,321
21,19043,114
22,15896,144
23,14572,96
24,15329,149
25,6152,79
26,20387,249
27,22180,216
28,16685,273
29,6765,90
30,11736,83
31,3755,57
32,9578,55
33,16094,156
34,23178,384
35,19288,212
36,20048,93
37,19808,35
38,15318,116
39,13885,120
40,17874,238
41,19871,214
42,22052,286
43,28920,134
44,4160,90
45,14874,351
46,25213,206
47,17484,84
48,12759,220
49,6700,52
50,24715,306
51,20536,133
52,6405,45
53,14334,161
54,4986,132
55,16573,125
56,15413,66
57,15632,318
58,4514,89
59,13290,36
60,18078,156
61,12310,190
62,14880,346
63,5051,21
64,13747,109
65,14675,333
66,14967,69
67,14977,208
68,15611,214
69,16576,212
70,13071,95
71,6886,41
72,18898,203
73,15182,176
74,11914,284
75,17042,181
76,13920,152
77,22803,400
78,12429,457
79,15370,352
80,11610,171
81,6305,100
82,4704,6
83,12798,274
84,14021,160
85,12847,273
86,13345,212
87,16334,127
88,12427,347
89,15969,256
90,12607,196
91,12918,141
92,16236,291
93,16814,75
94,13713,133
95,14174,236
96,21945,287
97,17007,185
98,4569,17
99,4930,75
100,6708,137
101,15563,146
102,16739,137
103,16543,211
104,7706,48
105,18711,82
106,13600,62
107,8986,82
108,13686,92
109,10870,214
110,15561,160
111,20921,245
112,5755,23
113,13143,61
114,12260,83
