Leaf,TotalPacket,DropPacket
0,18150,176
1,11202,195
2,14315,289
3,14462,116
4,13923,173
5,11973,79
6,14501,328
7,14050,197
8,4028,117
9,8533,110
10,21749,69
11,15496,130
12,18994,214
13,15497,214
14,15204,204
15,17591,148
16,16846,81
17,15936,236
18,18779,170
19,12884,62
20,18961,234
21,17043,126
22,14559,186
23,13143,116
24,14253,146
25,5703,84
26,18669,245
27,20366,230
28,14875,178
29,6772,38
30,10366,71
31,3826,53
32,9109,88
33,15592,95
34,21045,332
35,17542,238
36,18977,88
37,18247,53
38,15011,101
39,12502,129
40,15443,163
41,19330,272
42,19137,254
43,26186,189
44,4378,75
45,14037,225
46,22937,271
47,15649,103
48,12117,196
49,6641,68
50,23166,600
51,19056,153
52,6087,46
53,13609,215
54,5110,123
55,14911,142
56,14040,129
57,14501,273
58,4648,76
59,11078,57
60,17087,106
61,10712,147
62,14372,317
63,5078,45
64,12165,89
65,13433,237
66,12306,127
67,13822,174
68,15086,122
69,15298,229
70,11971,87
71,6508,74
72,17830,201
73,13483,177
74,11767,338
75,15462,185
76,12755,176
77,20996,290
78,12185,239
79,14994,335
80,11302,142
81,6225,105
82,4690,5
83,11981,216
84,13709,131
85,11741,257
86,12759,234
87,15482,180
88,12763,225
89,15354,213
90,10656,191
91,11305,189
92,15590,298
93,15320,81
94,12979,214
95,12515,328
96,20227,170
97,14724,149
98,4457,20
99,4533,83
100,6710,173
101,13104,150
102,15132,151
103,14704,159
104,7844,74
105,16371,89
106,12981,84
107,8751,74
108,12733,98
109,10591,228
110,14403,134
111,19910,197
112,5402,26
113,11928,88
114,11574,133
