Leaf,TotalPacket,DropPacket
0,17764,138
1,11194,128
2,13701,152
3,14890,109
4,13372,136
5,11632,52
6,13091,345
7,13832,193
8,3853,117
9,8627,74
10,22462,69
11,16609,98
12,19519,174
13,15815,199
14,15293,167
15,17977,135
16,17114,74
17,16049,187
18,19777,135
19,12282,76
20,19356,216
21,18084,89
22,15004,172
23,12153,100
24,14398,173
25,5733,129
26,18851,247
27,19852,231
28,16579,138
29,6606,46
30,10468,59
31,3668,46
32,8821,57
33,15348,106
34,21341,220
35,16920,172
36,19193,68
37,18597,40
38,14914,96
39,12301,109
40,16256,111
41,18903,213
42,19879,226
43,26998,155
44,4030,73
45,13745,189
46,23114,210
47,15815,91
48,11916,164
49,6255,72
50,22903,367
51,18556,144
52,6255,63
53,13861,181
54,5154,121
55,14838,127
56,13729,85
57,14466,251
58,4639,79
59,11715,50
60,17706,103
61,10232,150
62,13503,327
63,4965,43
64,12514,96
65,15161,172
66,12957,102
67,13690,125
68,14526,121
69,14880,234
70,11725,98
71,6640,51
72,18024,227
73,13926,157
74,10685,321
75,16104,182
76,13479,164
77,21216,291
78,11656,226
79,15422,272
80,10472,173
81,5697,113
82,4672,4
83,12482,152
84,13756,120
85,11973,232
86,12819,199
87,15181,130
88,12976,218
89,14586,227
90,10434,171
91,11630,137
92,14743,291
93,15218,80
94,13477,150
95,13798,180
96,18860,152
97,15079,136
98,4416,11
99,4806,67
100,6447,114
101,13730,133
102,15423,164
103,15286,166
104,7719,45
105,16765,82
106,12820,54
107,8830,92
108,12060,106
109,9430,205
110,14178,112
111,19269,231
112,5595,28
113,12686,63
114,11419,92
