Leaf,TotalPacket,DropPacket
0,16139,10
1,11713,0
2,8127,0
3,8422,6
4,13316,17
5,12279,2
6,20048,10
7,10071,8
8,5513,10
9,14041,0
10,18282,16
11,15443,4
12,15754,3
13,17885,11
14,15934,4
15,15141,9
16,15398,0
17,20284,0
18,19608,13
19,14875,1
20,18564,10
21,19053,3
22,14408,3
23,11854,7
24,21543,26
25,2431,53
26,24063,2
27,24800,0
28,18960,17
29,8112,7
30,9060,42
31,2993,4
32,14076,8
33,12150,0
34,24888,3
35,19393,4
36,13216,11
37,19060,11
38,13243,7
39,14382,3
40,15938,0
41,15740,3
42,18703,6
43,25487,0
44,4002,26
45,13515,23
46,16503,18
47,11115,8
48,9980,1
49,8179,1
50,21534,13
51,13483,6
52,9302,8
53,14721,19
54,6211,0
55,17089,2
56,14008,13
57,12796,0
58,3361,0
59,9902,5
60,17273,8
61,10864,95
62,16137,2
63,7954,7
64,4072,0
65,10152,0
66,7861,0
67,11603,3
68,14926,2
69,9940,7
70,12896,45
71,8861,0
72,14935,4
73,13217,39
74,10446,0
75,19523,13
76,18365,4
77,18024,40
78,13514,1
79,16132,1
80,13139,1
81,9498,1
82,6218,0
83,14767,3
84,11212,2
85,13781,13
86,13617,2
87,15812,11
88,13495,12
89,9185,3
90,19504,3
91,9548,0
92,17773,6
93,14884,13
94,12269,17
95,14569,12
96,21389,3
97,17177,11
98,6174,10
99,5582,31
100,6799,0
101,12997,7
102,14469,7
103,11735,0
104,9278,0
105,10701,0
106,14263,5
107,12117,0
108,12007,6
109,17115,24
110,9570,2
111,19852,23
112,10843,5
113,11174,12
114,13409,9
