Leaf,TotalPacket,DropPacket
0,16168,4
1,11713,0
2,8127,0
3,8709,0
4,13148,10
5,12527,0
6,19923,16
7,10416,2
8,5455,19
9,14041,0
10,18518,7
11,15703,0
12,15941,1
13,17859,6
14,16474,1
15,15128,6
16,15398,0
17,20284,0
18,19955,9
19,15135,0
20,18495,6
21,19322,1
22,14696,0
23,11986,3
24,21391,20
25,2436,9
26,24211,1
27,24800,0
28,19071,15
29,7895,12
30,9323,9
31,3080,1
32,14019,7
33,12150,0
34,24878,3
35,19913,1
36,13380,8
37,19046,13
38,13754,0
39,14630,0
40,15938,0
41,15858,1
42,19142,1
43,25487,0
44,3972,12
45,13559,18
46,16775,8
47,11180,3
48,9996,0
49,8216,0
50,22091,2
51,13340,4
52,9450,9
53,14704,10
54,6211,0
55,17092,3
56,14155,11
57,12796,0
58,3361,0
59,9681,9
60,17740,1
61,10866,15
62,16385,0
63,8286,4
64,4072,0
65,10152,0
66,7861,0
67,11740,1
68,14955,1
69,10137,3
70,12945,17
71,8861,0
72,15414,1
73,13582,12
74,10446,0
75,20084,2
76,18429,2
77,18153,18
78,13644,0
79,16132,1
80,13258,0
81,9591,0
82,6218,0
83,15106,0
84,11473,0
85,13828,13
86,14065,0
87,16291,6
88,13567,12
89,9610,0
90,19713,0
91,9548,0
92,17653,15
93,15016,13
94,12706,9
95,14754,3
96,21784,1
97,17199,10
98,6141,13
99,5590,11
100,6799,0
101,13080,6
102,14515,10
103,11735,0
104,9278,0
105,10701,0
106,14415,2
107,11873,1
108,12155,1
109,17310,6
110,9822,0
111,19835,11
112,11382,0
113,11334,8
114,14032,2
