Leaf,TotalPacket,DropPacket
0,16037,6
1,11431,3
2,8127,0
3,8448,1
4,13331,10
5,12248,2
6,19848,14
7,9587,11
8,5478,12
9,14041,0
10,18317,12
11,15160,6
12,15543,3
13,17564,15
14,15876,6
15,14898,5
16,15326,1
17,20284,0
18,19189,17
19,14428,5
20,18327,8
21,19194,2
22,14255,4
23,11795,4
24,20663,24
25,2468,8
26,23655,5
27,24152,4
28,18876,21
29,8189,2
30,9079,16
31,2747,3
32,14038,6
33,11893,1
34,24825,3
35,19458,6
36,12616,20
37,18782,5
38,13146,5
39,14318,5
40,15938,0
41,15703,2
42,18692,8
43,25237,1
44,3932,11
45,13686,18
46,16585,13
47,11257,3
48,9996,0
49,7907,5
50,21655,8
51,13013,8
52,9059,10
53,14338,18
54,6211,0
55,16753,5
56,14092,7
57,12796,0
58,3361,0
59,9774,7
60,16996,9
61,10371,15
62,15980,4
63,8261,5
64,4072,0
65,10152,0
66,7861,0
67,11470,2
68,14995,1
69,10063,7
70,12812,10
71,8628,1
72,15188,3
73,13275,11
74,10326,2
75,19437,13
76,18146,6
77,17190,25
78,13644,0
79,16024,1
80,12831,3
81,9591,0
82,6218,0
83,14719,4
84,11194,3
85,13585,7
86,13448,3
87,15679,10
88,13040,11
89,9277,2
90,19464,1
91,9548,0
92,17562,7
93,14462,16
94,12140,8
95,14257,7
96,21289,4
97,16897,7
98,6132,11
99,5549,12
100,6799,0
101,12895,7
102,14506,9
103,11507,3
104,9278,0
105,10632,1
106,14406,4
107,11982,3
108,11760,6
109,16508,18
110,9789,1
111,19056,12
112,10878,4
113,11364,8
114,13074,13
