Leaf,TotalPacket,DropPacket
0,16844,311
1,10213,216
2,14687,237
3,13485,188
4,12891,312
5,10921,184
6,13982,561
7,13794,372
8,3570,157
9,8060,114
10,20675,127
11,15088,255
12,17962,343
13,15273,354
14,14355,284
15,16265,285
16,15535,163
17,14839,378
18,18755,306
19,12041,160
20,18009,430
21,16651,203
22,14988,215
23,11906,189
24,14162,223
25,5887,108
26,17667,530
27,18810,382
28,16491,246
29,6934,45
30,10464,145
31,3891,60
32,9082,152
33,14294,181
34,19092,433
35,16883,456
36,16842,170
37,18126,76
38,14299,222
39,12226,142
40,16149,248
41,17302,410
42,19468,445
43,24118,385
44,4162,93
45,13292,369
46,22320,400
47,14613,174
48,11558,230
49,6053,116
50,21638,615
51,18441,270
52,6191,65
53,12765,220
54,5213,129
55,14405,185
56,13308,120
57,13047,407
58,4098,170
59,11972,60
60,16885,205
61,11342,207
62,13733,557
63,5041,43
64,12589,114
65,13265,402
66,12361,255
67,14027,316
68,13576,192
69,13972,352
70,10856,149
71,6382,109
72,16954,340
73,13482,227
74,10630,500
75,14673,274
76,12154,407
77,20196,554
78,10600,331
79,13175,473
80,10076,217
81,5461,154
82,4432,12
83,12209,306
84,11439,287
85,11655,347
86,11546,293
87,15279,238
88,11593,502
89,13800,448
90,10965,302
91,11702,301
92,13648,720
93,15182,129
94,13096,217
95,12108,450
96,19425,245
97,15077,288
98,4224,29
99,4544,95
100,6353,172
101,13171,212
102,14795,311
103,13842,308
104,7727,47
105,16221,147
106,11781,191
107,8184,161
108,12958,156
109,9702,331
110,12959,251
111,18953,317
112,5217,38
113,11340,133
114,11247,134
