Leaf,TotalPacket,DropPacket
0,20133,170
1,12426,102
2,15227,198
3,10356,318
4,15123,144
5,12674,40
6,15896,258
7,15108,173
8,4138,128
9,8915,67
10,20514,157
11,14259,98
12,20399,160
13,17197,101
14,16372,176
15,19297,224
16,20320,99
17,19143,146
18,20309,126
19,10680,231
20,16148,79
21,19681,75
22,14615,172
23,12990,131
24,15065,130
25,5958,103
26,20631,73
27,22509,125
28,15631,110
29,7427,35
30,12135,76
31,3875,43
32,9147,87
33,16089,112
34,23930,232
35,19379,168
36,18472,83
37,21065,71
38,14408,134
39,13702,89
40,18958,200
41,19761,204
42,22960,188
43,28666,119
44,3816,85
45,14086,202
46,24134,241
47,15561,160
48,13404,94
49,5419,58
50,23004,161
51,20281,119
52,6754,111
53,16904,157
54,4968,118
55,15883,143
56,12071,137
57,17613,189
58,4645,65
59,13577,13
60,16575,78
61,13251,55
62,14985,221
63,4746,36
64,13619,79
65,14100,194
66,12371,152
67,15217,204
68,15371,95
69,15651,120
70,6588,120
71,6681,45
72,19653,224
73,14655,144
74,5374,64
75,17822,76
76,5089,74
77,23622,238
78,14212,111
79,17135,80
80,11939,108
81,6220,92
82,4748,36
83,15147,96
84,14760,168
85,12535,242
86,15512,49
87,18571,156
88,12529,195
89,16437,204
90,15808,272
91,12980,206
92,16785,96
93,17053,42
94,13563,159
95,14284,173
96,21235,138
97,15696,88
98,3416,164
99,4994,74
100,6386,154
101,14182,117
102,16021,106
103,19752,37
104,7900,54
105,18235,44
106,12705,111
107,9725,78
108,14075,75
109,8820,226
110,11256,274
111,21102,202
112,6210,61
113,12601,46
114,12422,87
