Leaf,TotalPacket,DropPacket
0,18409,648
1,11597,167
2,13010,578
3,10833,645
4,14415,383
5,10609,118
6,15565,526
7,12235,375
8,4099,233
9,7756,152
10,17338,550
11,11184,748
12,19518,305
13,13979,948
14,15309,349
15,19282,379
16,18763,328
17,18325,534
18,18950,454
19,11059,440
20,13762,434
21,16610,434
22,15452,209
23,12117,362
24,13060,310
25,5768,137
26,18296,432
27,20542,449
28,12731,788
29,6997,60
30,10058,285
31,3873,55
32,8794,166
33,13829,426
34,18279,595
35,17289,473
36,17807,293
37,19839,282
38,11585,303
39,13095,195
40,15952,713
41,17006,720
42,20990,435
43,26621,418
44,4285,106
45,13532,599
46,22548,525
47,14145,348
48,12909,158
49,5132,107
50,19200,459
51,16423,495
52,5963,128
53,15622,314
54,5297,137
55,13507,368
56,10862,272
57,17358,480
58,4229,371
59,12104,293
60,15574,238
61,12164,140
62,15039,300
63,5032,47
64,12201,211
65,12586,747
66,10933,358
67,14351,460
68,13302,321
69,15123,361
70,5922,165
71,5893,185
72,18861,316
73,11848,466
74,4833,103
75,14596,258
76,5092,150
77,20698,522
78,13552,174
79,14924,369
80,12024,219
81,5974,228
82,4564,18
83,14034,318
84,12375,706
85,13157,405
86,14209,162
87,16994,319
88,11282,334
89,16408,344
90,16150,595
91,12947,275
92,13532,550
93,15017,300
94,13507,417
95,13069,615
96,18018,417
97,12657,764
98,3414,174
99,4697,136
100,5994,225
101,11569,359
102,13350,1015
103,18663,124
104,7894,79
105,16741,252
106,12052,171
107,9580,111
108,12491,271
109,8455,446
110,11815,388
111,20906,479
112,5688,347
113,11655,254
114,10489,176
