Leaf,TotalPacket,DropPacket
0,19441,187
1,11796,131
2,14732,252
3,11341,300
4,15401,164
5,12498,66
6,14554,366
7,15884,183
8,3585,144
9,8413,105
10,18170,234
11,10363,157
12,19457,247
13,14697,153
14,14763,244
15,19549,285
16,18654,145
17,19143,202
18,19640,183
19,11088,292
20,13648,152
21,18357,107
22,15469,143
23,12410,135
24,13192,223
25,6122,69
26,19278,88
27,21439,162
28,14195,132
29,7359,39
30,11438,88
31,3783,45
32,9403,54
33,14288,215
34,21454,375
35,18288,180
36,17218,118
37,19886,115
38,13790,169
39,13431,120
40,16459,362
41,17447,314
42,21203,222
43,26329,190
44,4119,86
45,13640,209
46,24540,263
47,15008,168
48,12456,213
49,5366,48
50,20872,211
51,18474,130
52,6533,118
53,16816,166
54,5461,188
55,15388,260
56,12064,240
57,17447,185
58,4530,81
59,12872,25
60,15060,93
61,12566,100
62,14914,276
63,4815,52
64,13097,105
65,12709,194
66,11026,205
67,15033,205
68,14492,169
69,14591,179
70,6510,121
71,6582,70
72,19351,202
73,13531,170
74,5098,59
75,17146,123
76,5223,87
77,22323,317
78,13679,91
79,15497,122
80,11216,176
81,6130,110
82,4755,18
83,13777,144
84,13893,205
85,12020,328
86,14688,89
87,18541,211
88,12758,122
89,16569,202
90,16152,335
91,12745,199
92,14031,137
93,15925,86
94,13566,156
95,13400,202
96,19407,199
97,11372,173
98,3728,141
99,4966,98
100,6449,131
101,13089,150
102,14572,127
103,19219,39
104,7790,71
105,15821,103
106,11936,138
107,9586,102
108,13650,75
109,8127,315
110,11034,305
111,21531,184
112,5667,64
113,10594,116
114,12033,92
