Leaf,TotalPacket,DropPacket
0,17718,54
1,8404,13
2,8142,29
3,9992,23
4,19397,34
5,10236,4
6,18206,22
7,9962,21
8,10506,29
9,9422,18
10,7054,16
11,9612,29
12,9505,7
13,19209,22
14,11559,69
15,6043,22
16,14863,24
17,21356,18
18,11125,24
19,10225,25
20,22813,50
21,17732,47
22,14961,26
23,12253,47
24,25608,53
25,10387,25
26,18586,27
27,24338,112
28,20316,43
29,12368,88
30,9082,22
31,3929,20
32,8209,13
33,11730,34
34,15912,60
35,21006,3
36,7916,24
37,13393,54
38,12470,87
39,15693,74
40,15561,58
41,11683,47
42,17657,50
43,27108,99
44,12774,38
45,10290,28
46,16057,68
47,12601,105
48,2177,40
49,7182,17
50,18030,21
51,9417,48
52,13690,23
53,13268,49
54,5695,20
55,17499,66
56,12125,23
57,7629,9
58,8764,19
59,11289,62
60,18730,10
61,10096,73
62,17174,19
63,13429,11
64,8404,21
65,9525,39
66,7526,9
67,10329,38
68,14956,22
69,11787,36
70,13218,19
71,8175,5
72,14159,65
73,16006,34
74,7194,25
75,17145,54
76,17411,100
77,8951,67
78,14470,82
79,13382,33
80,11459,46
81,13011,46
82,7263,9
83,14029,9
84,9111,42
85,3997,27
86,12193,27
87,17458,39
88,14411,41
89,9103,14
90,15239,29
91,10340,7
92,14617,52
93,11177,38
94,11610,66
95,11770,12
96,17440,16
97,16336,36
98,5678,13
99,10420,69
100,9340,28
101,12430,35
102,14944,56
103,13122,25
104,4946,8
105,16532,18
106,11474,62
107,10275,11
108,7150,8
109,11335,45
110,6680,20
111,16291,27
112,12586,53
113,12381,44
114,13761,34
