Leaf,TotalPacket,DropPacket
0,16046,4
1,11473,1
2,8127,0
3,8397,7
4,13587,5
5,12527,0
6,19749,16
7,9731,6
8,5629,5
9,14041,0
10,18364,12
11,15425,2
12,15951,1
13,17356,13
14,16157,2
15,15083,7
16,15232,1
17,20284,0
18,19763,11
19,14662,4
20,18407,10
21,19285,1
22,14349,4
23,11982,2
24,20719,26
25,2446,19
26,23860,4
27,24549,2
28,18955,12
29,8010,8
30,9069,11
31,2891,3
32,13761,11
33,11638,3
34,24856,5
35,19396,4
36,12963,13
37,18525,20
38,13225,4
39,14199,3
40,15880,2
41,15555,3
42,18880,4
43,25149,3
44,3987,6
45,13828,18
46,16544,16
47,11227,7
48,9996,0
49,8216,0
50,21643,6
51,13038,8
52,9353,11
53,14639,13
54,6211,0
55,16985,4
56,14010,14
57,12796,0
58,3361,0
59,9748,12
60,17791,2
61,10930,15
62,16385,0
63,8062,3
64,4072,0
65,10152,0
66,7861,0
67,11612,1
68,15132,1
69,10359,2
70,12655,22
71,8608,1
72,15278,3
73,13324,17
74,10073,2
75,19654,9
76,18416,3
77,18043,21
78,13462,2
79,16035,1
80,13149,1
81,9502,1
82,6218,0
83,14937,2
84,11151,2
85,13741,11
86,13722,2
87,16020,12
88,13204,8
89,9374,1
90,19713,0
91,9548,0
92,17518,11
93,14887,11
94,12520,14
95,14639,4
96,21431,2
97,17067,11
98,6278,5
99,5570,12
100,6635,3
101,12844,7
102,14508,7
103,11733,1
104,9278,0
105,10701,0
106,14309,3
107,11818,5
108,12241,1
109,16910,15
110,9701,1
111,19827,6
112,10996,3
113,10837,11
114,13425,8
