Leaf,TotalPacket,DropPacket
0,15707,10
1,11225,4
2,7871,1
3,8293,5
4,13439,8
5,12108,3
6,19737,19
7,9590,11
8,5502,12
9,13678,9
10,18201,17
11,15279,4
12,15584,5
13,16917,12
14,16065,5
15,14547,11
16,15398,0
17,20148,1
18,19003,19
19,14305,13
20,18060,17
21,18988,5
22,14403,3
23,11672,4
24,20504,41
25,2355,15
26,23426,11
27,24553,2
28,19197,10
29,8099,9
30,8995,14
31,2696,7
32,13868,5
33,11225,6
34,24697,2
35,18836,11
36,12888,19
37,19046,15
38,12720,19
39,14227,6
40,15674,1
41,15424,5
42,17914,14
43,24727,4
44,3977,15
45,13371,19
46,16148,25
47,10969,7
48,9996,0
49,7947,3
50,21229,19
51,13019,11
52,8800,16
53,14520,19
54,5791,4
55,16783,5
56,14024,8
57,12749,1
58,3361,0
59,9752,11
60,17372,4
61,10508,12
62,16060,5
63,7878,10
64,3803,2
65,9922,1
66,7861,0
67,11731,2
68,14685,5
69,9671,12
70,12756,18
71,8615,3
72,14959,7
73,13220,14
74,10068,2
75,19536,15
76,18140,7
77,17816,23
78,13222,2
79,15830,5
80,12821,5
81,9494,1
82,6218,0
83,14353,10
84,10408,12
85,13547,14
86,13421,6
87,15856,8
88,12917,8
89,9218,4
90,19029,5
91,9533,1
92,17699,7
93,15001,3
94,11702,21
95,14284,13
96,20457,13
97,16772,18
98,6163,8
99,5644,7
100,6603,4
101,12856,10
102,14517,6
103,11558,3
104,9278,0
105,10457,3
106,13832,9
107,11641,5
108,11286,14
109,15888,33
110,9317,2
111,19479,11
112,10604,6
113,10602,19
114,13217,14
