Leaf,TotalPacket,DropPacket
0,19043,181
1,12413,126
2,15266,129
3,15540,107
4,13955,200
5,12226,72
6,14189,360
7,14354,229
8,3666,133
9,8675,96
10,22958,72
11,16408,123
12,20266,233
13,16797,204
14,15303,209
15,18445,149
16,17843,78
17,15927,224
18,19291,188
19,13440,74
20,20782,249
21,18063,124
22,15545,192
23,12911,141
24,14396,162
25,5648,86
26,18928,280
27,21778,280
28,16770,166
29,6944,31
30,11838,59
31,3779,72
32,9233,71
33,15705,124
34,22621,243
35,17909,269
36,20219,73
37,19536,43
38,14831,150
39,13020,110
40,16750,178
41,19597,268
42,20157,438
43,26812,231
44,4238,83
45,14269,216
46,24441,254
47,16795,95
48,12710,134
49,6778,59
50,23491,468
51,19651,148
52,5754,63
53,13746,195
54,5110,185
55,15534,157
56,14661,86
57,15274,262
58,4155,136
59,12812,45
60,17315,155
61,11686,149
62,14311,307
63,5145,41
64,12643,93
65,14855,235
66,13761,114
67,14190,191
68,14995,131
69,15812,357
70,12232,147
71,6639,57
72,17585,248
73,14245,200
74,11293,387
75,16213,225
76,12942,202
77,22452,401
78,12518,213
79,15441,315
80,10766,400
81,5856,122
82,4720,5
83,12490,193
84,13932,134
85,12065,379
86,13103,230
87,15486,229
88,13223,225
89,14980,275
90,12100,202
91,12787,141
92,15784,334
93,15709,83
94,13155,154
95,13976,235
96,19673,188
97,15653,155
98,4455,20
99,4756,67
100,6863,141
101,14610,149
102,15842,169
103,16047,192
104,7367,92
105,17409,86
106,13088,86
107,8882,130
108,12850,89
109,10040,222
110,14552,144
111,20510,226
112,5849,15
113,12945,71
114,11900,100
