time,size
0.0,11639
0.7057769298553467,15145
6.752447128295898,12815
7.5615270137786865,11981
8.488274097442627,11659
9.23799204826355,11716
10.167585134506226,11704
10.971464157104492,10361
12.595684051513672,21461
13.632745027542114,11833
14.274615049362183,12119
15.10601806640625,12591
18.10203218460083,11028
19.918603897094727,11772
20.798566102981567,12027
21.58024501800537,11675
22.359421014785767,11556
23.20124316215515,11511
23.98082709312439,9171
24.406405210494995,11667
25.031691074371338,12221
25.833789110183716,11733
26.50364899635315,12132
27.39029312133789,11601
29.08930206298828,14880
35.13985800743103,11829
39.35947799682617,11819
40.550257205963135,11979
41.481579065322876,12197
42.485212087631226,11656
43.2353310585022,10712
44.9350311756134,10520
46.13108015060425,10978
47.933207988739014,10905
49.69914507865906,11918
50.49585700035095,11834
51.2928421497345,11985
52.16363501548767,11626
53.14614510536194,11743
53.960466146469116,10801
55.1853129863739,12537
55.9946072101593,11582
56.903424978256226,15446
57.607112884521484,11650
120.36457324028015,11538
123.54005002975464,11591
125.28687596321106,16277
130.95531702041626,12237
131.76992893218994,11702
132.42005896568298,11522
133.2414710521698,11689
134.04947304725647,11004
134.85826706886292,11744
135.66995191574097,12328
136.48228311538696,11799
137.29465913772583,11632
138.10686111450195,11292
139.73271417617798,11976
140.54509019851685,12225
141.35767316818237,11839
142.2478051185608,11181
143.6696741580963,10598
145.09265398979187,10918
146.31056809425354,11654
146.9200439453125,11604
147.52916717529297,11634
390.2075650691986,12581
392.8352921009064,11847
394.03815722465515,11476
394.9155099391937,11627
395.7448501586914,11888
396.5198302268982,11678
397.31729102134705,11876
398.1460392475128,12648
398.96339201927185,11129
400.7694420814514,11724
401.5677628517151,12059
402.4559061527252,11652
403.1933982372284,10487
405.0313160419464,12047
405.84836506843567,11868
406.6457221508026,25451
407.46446895599365,11519
408.2701790332794,11641
409.0694351196289,11054
411.3287708759308,11608
412.11966013908386,11811
412.9581410884857,10911
414.363489151001,11746
415.1674180030823,11546
415.97581911087036,11641
416.89698600769043,12503
417.6972830295563,11749
418.969131231308,11676
419.86961793899536,11592
420.5776081085205,12497
421.5032742023468,11886
422.2874472141266,12240
423.1959822177887,12331
423.9672472476959,11738
424.6295189857483,10785
426.8018071651459,11715
427.59987211227417,10710
429.60915303230286,11719
430.2106020450592,11768
431.0127902030945,10987
432.9096519947052,10793
434.1390779018402,12085
434.9311270713806,11519
435.7575821876526,11655
436.5430750846863,12328
437.4843580722809,11522
438.17816710472107,11670
438.7855370044708,11748
439.6157171726227,11621
440.4125530719757,11572
441.0359501838684,11545
441.81995916366577,11831
442.68014001846313,11554
443.48961091041565,11621
444.3190870285034,11775
445.1301591396332,12226
445.92762899398804,11971
661.2317690849304,11702
671.7812571525574,11834
675.4496321678162,11606
676.4682109355927,13029
677.852147102356,11363
679.6519072055817,11641
680.4838590621948,10837
681.9795491695404,11843
682.8500440120697,11737
683.6554660797119,11721
684.4562251567841,15476
685.2793972492218,11889
749.4334380626678,12149
750.3529481887817,11777
751.4734241962433,11751
752.4064590930939,12312
753.343887090683,11549
754.2929310798645,21778
755.082640171051,12547
755.9041359424591,11673
756.7214241027832,11541
757.5142052173615,10981
758.9698190689087,11959
759.7539482116699,11628
760.9690771102905,13148
761.7810609340668,11723
762.5976340770721,11520
763.3271288871765,11707
764.093759059906,11799
764.9073700904846,15696
765.5177369117737,11916
766.3259379863739,11685
766.9350571632385,11688
767.8418610095978,11566
768.5957200527191,11480
769.3919460773468,11148
770.2340550422668,11821
771.0153911113739,11019
772.8839099407196,12056
773.6858379840851,11977
774.4901990890503,12317
775.3000690937042,11650
900.4873061180115,11696
908.2594349384308,11671
910.9290859699249,11815
912.8510990142822,281
913.3880159854889,12229
914.2373540401459,11979
915.049751996994,11666
915.8621480464935,12297
916.7205820083618,11628
917.4930930137634,12411
918.2990500926971,11565
918.9266431331635,11726
919.7198970317841,11799
920.3358812332153,11865
921.1732430458069,11823
921.986387014389,11616
922.7985060214996,11659
923.6099472045898,12395
924.469810962677,11682
926.0968019962311,11005
927.7206802368164,11663
929.1477570533752,865
1740.4144849777222,12606
1749.111780166626,8093
1752.7658660411835,11690
1753.6031620502472,12064
1758.0075800418854,11254
1759.411597251892,11938
1760.2188510894775,11978
1761.08802318573,11622
1761.9011900424957,11827
1762.6857109069824,12010
1763.9155142307281,11050
1765.1309530735016,11689
1765.9588482379913,11695
1766.7567110061646,11817
1767.3795371055603,11822
2849.350110054016,11647
2850.339544057846,10573
2851.578366994858,12115
2852.465414047241,11823
2853.228478908539,11070
2853.945708990097,11714
2854.587030172348,11644
2855.1908390522003,11845
2855.815331220627,11606
2856.606686115265,11707
2857.4238970279694,13275
2858.2276611328125,11931
2859.1264600753784,11682
2859.7419378757477,12330
2860.543344974518,11710
2861.3526401519775,11993
2862.159327030182,11829
2862.987009048462,11938
2863.7823679447174,11900
2864.5906200408936,11677
2865.419795036316,11387
2866.8237249851227,10767
2868.0470099449158,11684
2868.8571009635925,12859
2869.7023661136627,11632
2870.519702911377,11604
2871.3374528884888,11545
2872.1539261341095,11892
2872.9616820812225,11719
