0.045,0.058,0.108,0.110,0.069,0.091,0.057,0.106,0.100,0.162,0.217,0.157,0.057,0.133,0.159,0.140,0.218,0.225,0.154,0.123,0.134,0.094,0.180,0.062,0.084,0.165,0.224,0.193,0.243,0.050,0.197,0.153
0.027,0.039,0.089,0.091,0.051,0.072,0.038,0.087,0.081,0.143,0.198,0.138,0.038,0.114,0.140,0.156,0.199,0.244,0.135,0.105,0.115,0.075,0.161,0.078,0.065,0.146,0.205,0.174,0.224,0.068,0.178,0.134
0.023,0.033,0.083,0.085,0.044,0.066,0.032,0.081,0.075,0.137,0.192,0.131,0.032,0.108,0.134,0.164,0.193,0.251,0.128,0.098,0.109,0.069,0.155,0.086,0.058,0.140,0.199,0.167,0.218,0.075,0.171,0.127
0.024,0.028,0.075,0.077,0.037,0.058,0.029,0.073,0.066,0.129,0.184,0.123,0.027,0.100,0.125,0.172,0.185,0.260,0.120,0.090,0.101,0.061,0.146,0.094,0.050,0.131,0.191,0.159,0.210,0.084,0.163,0.119
0.031,0.030,0.060,0.061,0.037,0.048,0.034,0.058,0.051,0.112,0.167,0.107,0.033,0.084,0.109,0.187,0.168,0.275,0.104,0.075,0.084,0.052,0.130,0.108,0.044,0.115,0.174,0.143,0.193,0.099,0.147,0.103
0.045,0.057,0.108,0.110,0.069,0.091,0.056,0.106,0.100,0.162,0.217,0.156,0.057,0.133,0.159,0.139,0.218,0.227,0.153,0.123,0.134,0.094,0.180,0.061,0.083,0.165,0.224,0.192,0.243,0.051,0.196,0.152
0.024,0.036,0.087,0.089,0.048,0.070,0.035,0.085,0.078,0.140,0.196,0.135,0.036,0.112,0.137,0.159,0.197,0.246,0.132,0.102,0.113,0.072,0.158,0.081,0.062,0.143,0.203,0.171,0.221,0.070,0.175,0.131
0.030,0.023,0.050,0.052,0.022,0.034,0.021,0.048,0.041,0.103,0.159,0.098,0.021,0.075,0.100,0.196,0.160,0.284,0.095,0.066,0.076,0.036,0.121,0.117,0.029,0.106,0.166,0.134,0.184,0.108,0.138,0.094
0.030,0.042,0.092,0.095,0.054,0.075,0.041,0.091,0.084,0.146,0.201,0.141,0.042,0.118,0.143,0.155,0.202,0.242,0.138,0.108,0.118,0.078,0.164,0.076,0.068,0.149,0.209,0.177,0.227,0.066,0.181,0.137
0.054,0.050,0.047,0.049,0.047,0.044,0.047,0.048,0.047,0.081,0.136,0.076,0.048,0.054,0.078,0.220,0.137,0.308,0.073,0.050,0.055,0.045,0.099,0.142,0.045,0.084,0.143,0.112,0.162,0.132,0.116,0.072
0.083,0.072,0.039,0.039,0.061,0.044,0.072,0.040,0.043,0.049,0.103,0.044,0.071,0.033,0.045,0.253,0.104,0.341,0.040,0.035,0.034,0.041,0.066,0.174,0.050,0.053,0.110,0.078,0.128,0.165,0.082,0.039
0.081,0.069,0.035,0.035,0.058,0.043,0.070,0.036,0.040,0.055,0.109,0.051,0.069,0.032,0.051,0.250,0.110,0.338,0.047,0.032,0.034,0.039,0.073,0.171,0.048,0.059,0.116,0.084,0.134,0.162,0.089,0.044
