FlowID,Leaf,Size,StartTime,EndTime,CompletionTime
24,30,400,0.00123,0.0704669,0.0692369
34,58,1304,0.00153,0.0730228,0.0714928
37,58,5048,0.001578,0.0757198,0.0741418
42,44,4936,0.001638,0.076106,0.074468
46,44,4368,0.001666,0.077126,0.07546
677,99,1664,0.020646,0.0965314,0.0758854
678,99,152,0.020675,0.0965418,0.0758668
679,99,2760,0.025326,0.0966696,0.0713436
680,95,784,0.032734,0.098833,0.066099
682,9,4840,0.035132,0.10141,0.0662785
683,9,1456,0.035361,0.101489,0.066128
684,40,540,0.038729,0.104818,0.0660892
691,112,1928,0.06139,0.146929,0.0855395
698,54,2648,0.07062,0.150658,0.0800384
700,100,3120,0.070702,0.150705,0.0800032
703,104,360,0.0822,0.151553,0.0693535
704,8,568,0.082223,0.151946,0.0697229
685,98,6448,0.040164,0.153045,0.112881
710,82,2704,0.085306,0.153168,0.0678624
1,72,19400,0.000151,0.154792,0.154641
711,20,336,0.098805,0.182328,0.0835234
715,95,336,0.108467,0.193547,0.0850802
543,41,12200,0.016082,0.200174,0.184092
618,62,7800,0.017843,0.201918,0.184075
717,17,336,0.117712,0.203421,0.0857092
697,49,12896,0.068572,0.204733,0.136161
718,99,624,0.120646,0.204769,0.0841227
702,8,6656,0.082183,0.205808,0.123625
705,8,8680,0.082258,0.206277,0.124019
707,8,9208,0.082339,0.206714,0.124375
720,107,264,0.142544,0.22845,0.0859057
722,40,336,0.147932,0.234483,0.0865512
733,49,264,0.16854,0.255222,0.086682
734,32,1456,0.168583,0.255435,0.0868523
746,8,2136,0.18226,0.268644,0.0863844
747,8,4632,0.182272,0.268969,0.0866972
749,82,2704,0.18514,0.27136,0.0862203
21,77,40800,0.001113,0.282844,0.281731
750,102,432,0.197875,0.282862,0.0849869
751,25,4368,0.198964,0.284408,0.0854436
43,73,42400,0.001649,0.286671,0.285022
753,44,2704,0.201624,0.287245,0.0856207
754,44,1248,0.201674,0.287374,0.0857
756,58,4576,0.201791,0.288215,0.0864241
757,23,560,0.210114,0.295859,0.0857455
