FlowID,Leaf,Size,StartTime,EndTime,CompletionTime
42,58,1341,0.00153,0.0751746,0.0736446
44,58,5244,0.001576,0.0777657,0.0761897
49,44,4852,0.001638,0.0780172,0.0763792
51,44,4372,0.001663,0.0793025,0.0776395
222,89,458,0.007645,0.118651,0.111006
318,61,424,0.010754,0.140676,0.129922
366,64,1875,0.012001,0.151135,0.139134
450,87,458,0.013863,0.171218,0.157355
601,99,1675,0.020842,0.205861,0.185019
602,99,123,0.020869,0.205871,0.185002
625,99,2905,0.025571,0.211217,0.185646
630,107,1475,0.026134,0.212016,0.185882
635,45,762,0.030924,0.213037,0.182113
636,95,762,0.032591,0.213074,0.180483
638,65,762,0.034424,0.213349,0.178925
2,72,11489,0.000158,0.215908,0.21575
639,79,162,0.049242,0.273798,0.224556
640,33,162,0.050571,0.283705,0.233134
182,113,7705,0.006571,0.28406,0.277489
208,35,10639,0.007388,0.29466,0.287272
218,17,8205,0.007574,0.29751,0.289936
641,8,3810,0.05251,0.310277,0.257767
642,102,162,0.054501,0.333609,0.279108
643,92,162,0.054793,0.335911,0.281118
644,69,275,0.054877,0.336096,0.281219
645,98,3810,0.055412,0.34172,0.286308
337,62,10620,0.011357,0.345508,0.334151
22,78,15411,0.001056,0.426504,0.425448
681,57,462,0.107372,0.451672,0.3443
683,45,363,0.109771,0.455624,0.345853
686,65,363,0.11327,0.46163,0.34836
690,112,4897,0.123991,0.479757,0.355766
188,14,14588,0.006742,0.49398,0.487238
693,83,423,0.148834,0.52014,0.371306
696,71,258,0.156937,0.533099,0.376162
698,32,1458,0.159641,0.537639,0.377998
716,74,2560,0.171732,0.55697,0.385238
722,31,458,0.182368,0.573524,0.391156
731,47,494,0.193497,0.585176,0.391679
735,44,1294,0.209163,0.600792,0.391629
741,99,877,0.223154,0.614789,0.391635
590,102,10753,0.019961,0.61699,0.597029
655,25,4897,0.064184,0.617246,0.553062
744,9,2362,0.239175,0.629361,0.390186
746,17,877,0.242013,0.631882,0.389869
28,45,20243,0.001169,0.637527,0.636358
40,72,31551,0.001473,0.642692,0.641219
752,71,3558,0.258459,0.647509,0.38905
754,27,463,0.25941,0.648003,0.388593
753,112,4405,0.259299,0.648155,0.388856
755,29,56,0.260153,0.648543,0.38839
756,51,463,0.261333,0.649741,0.388408
758,81,1823,0.262828,0.65161,0.388782
759,25,463,0.263338,0.651856,0.388518
760,25,1794,0.263463,0.652059,0.388596
762,25,2962,0.263705,0.652858,0.389153
769,76,262,0.267369,0.657629,0.39026
772,52,463,0.267614,0.657778,0.390164
773,74,262,0.267705,0.658501,0.390796
776,52,2962,0.267981,0.659156,0.391175
88,95,20243,0.002836,0.659699,0.656863
778,104,1475,0.27451,0.664766,0.390256
782,31,475,0.278096,0.668391,0.390295
128,35,21588,0.00414,0.680819,0.676679
150,100,20489,0.004904,0.682635,0.677731
171,77,16588,0.006119,0.689725,0.683606
184,96,20489,0.006657,0.695038,0.688381
792,44,2694,0.309058,0.695632,0.386574
795,44,1218,0.309225,0.69629,0.387065
798,58,684,0.310887,0.697867,0.38698
800,99,2622,0.320221,0.705568,0.385347
803,112,463,0.323145,0.707976,0.384831
806,112,2962,0.323512,0.709237,0.385725
808,9,1477,0.336958,0.720118,0.38316
812,32,1575,0.351096,0.731477,0.380381
814,90,399,0.355612,0.735251,0.379639
816,25,249,0.361715,0.740347,0.378632
817,25,2018,0.361716,0.740498,0.378782
819,25,2012,0.361797,0.740957,0.37916
820,25,3367,0.361839,0.741203,0.379364
826,52,249,0.365991,0.744862,0.378871
827,52,2018,0.365992,0.745101,0.379109
339,102,31471,0.011388,0.745441,0.734053
829,52,2012,0.366073,0.745713,0.37964
840,54,1899,0.379311,0.758365,0.379054
841,54,4032,0.379331,0.758711,0.37938
392,1,31223,0.012549,0.763664,0.751115
846,31,1862,0.385945,0.764523,0.378578
848,98,4117,0.388672,0.766953,0.378281
723,8,5974,0.18286,0.767832,0.584972
727,98,5974,0.185762,0.770424,0.584662
850,49,3188,0.397429,0.775727,0.378298
732,25,4405,0.199491,0.785178,0.585687
855,44,3367,0.407894,0.787132,0.379238
733,52,4405,0.203767,0.789846,0.586079
856,4,363,0.41257,0.791675,0.379105
738,58,4737,0.210919,0.796999,0.58608
857,106,663,0.419835,0.79861,0.378775
859,99,1418,0.420854,0.799763,0.378909
858,107,3737,0.420794,0.799785,0.378991
860,112,249,0.421522,0.800379,0.378857
861,112,2018,0.421523,0.800576,0.379053
863,112,2012,0.421604,0.801251,0.379647
865,45,794,0.423196,0.802721,0.379525
866,95,794,0.424863,0.804223,0.37936
554,43,14235,0.018543,0.804435,0.785892
739,112,5376,0.219718,0.805972,0.586254
867,65,794,0.426695,0.80601,0.379315
740,112,4058,0.219786,0.806476,0.58669
869,9,3622,0.433945,0.813398,0.379453
870,82,475,0.43956,0.81774,0.37818
871,82,55,0.439628,0.817747,0.378119
872,25,3517,0.441559,0.819276,0.377717
664,8,6794,0.082514,0.820102,0.737588
4,24,41029,0.00029,0.82111,0.82082
745,9,3909,0.239223,0.823875,0.584652
875,32,2655,0.450219,0.827428,0.377209
877,29,2938,0.450271,0.82819,0.377919
878,18,1294,0.456127,0.83305,0.376923
879,71,1362,0.45651,0.833396,0.376886
880,71,2909,0.456538,0.833562,0.377024
31,72,40589,0.001178,0.834295,0.833117
50,73,41029,0.001649,0.835986,0.834337
883,6,312,0.459655,0.836008,0.376353
750,63,8319,0.253026,0.836659,0.583633
891,3,312,0.4641,0.840471,0.376371
892,18,1477,0.465616,0.842412,0.376796
894,104,3122,0.470627,0.846887,0.37626
763,70,5889,0.265246,0.848352,0.583106
764,70,8424,0.2653,0.848788,0.583488
765,100,5889,0.266634,0.850045,0.583411
767,76,4938,0.267153,0.850888,0.583735
770,74,4938,0.26749,0.851348,0.583858
775,52,6889,0.267964,0.852106,0.584142
897,48,158,0.476762,0.854211,0.377449
902,54,2406,0.479133,0.857231,0.378098
779,104,4558,0.274618,0.859949,0.585331
780,104,6810,0.274656,0.860334,0.585678
904,108,158,0.483937,0.861738,0.377801
906,31,894,0.484816,0.86297,0.378154
908,8,1894,0.485567,0.864241,0.378674
786,54,6424,0.278569,0.864442,0.585873
790,98,7497,0.281255,0.867699,0.586444
912,98,1894,0.488468,0.868297,0.379829
138,35,39383,0.004312,0.877572,0.87326
919,112,3517,0.501366,0.87931,0.377944
165,99,25609,0.005768,0.883449,0.877681
791,49,5621,0.300806,0.883946,0.58314
793,44,6424,0.309058,0.890907,0.581849
794,44,1649,0.309114,0.891191,0.582077
797,58,7389,0.310813,0.892505,0.581692
925,47,277,0.517968,0.892609,0.374641
926,12,677,0.519023,0.893623,0.3746
201,34,16588,0.007205,0.893955,0.88675
928,14,384,0.522713,0.895975,0.373262
801,107,7810,0.323081,0.902152,0.579071
805,112,6889,0.323495,0.902726,0.579231
264,56,35609,0.008605,0.915016,0.906411
811,82,4147,0.343833,0.918744,0.574911
930,17,284,0.551918,0.919411,0.367493
931,76,4546,0.55318,0.920715,0.367535
813,32,5617,0.351194,0.924185,0.572991
933,10,377,0.563295,0.928084,0.364789
815,63,7474,0.358396,0.92993,0.571534
936,61,575,0.568056,0.932562,0.364506
818,25,4748,0.36174,0.933322,0.571582
823,70,6092,0.363328,0.934972,0.571644
828,52,4748,0.366016,0.936355,0.570339
831,76,7319,0.366216,0.936467,0.570251
833,74,7319,0.366552,0.936937,0.570385
834,74,6974,0.36657,0.93734,0.57077
837,104,7889,0.372593,0.942218,0.569625
842,54,5735,0.379413,0.949033,0.56962
938,18,1384,0.589578,0.951558,0.36198
843,8,6064,0.385578,0.953961,0.568383
847,98,6064,0.38848,0.955768,0.567288
849,49,5794,0.395814,0.961825,0.566011
851,49,8117,0.397537,0.963934,0.566397
490,37,11243,0.015589,0.97537,0.959781
940,114,575,0.624482,0.982437,0.357955
941,30,575,0.624534,0.982491,0.357957
537,34,11778,0.017809,0.984491,0.966682
864,112,3367,0.421647,0.985912,0.564265
942,89,777,0.63581,0.99195,0.35614
943,87,777,0.642028,0.997578,0.35555
944,45,177,0.647667,1.0021,0.354431
945,90,412,0.648675,1.00286,0.354187
946,95,177,0.649334,1.00341,0.354073
742,9,5376,0.239019,1.00418,0.765158
873,52,3517,0.445835,1.0042,0.558365
947,65,177,0.651167,1.0044,0.353233
874,29,6294,0.450169,1.00762,0.557454
948,90,347,0.660914,1.01199,0.351076
882,63,3944,0.458291,1.0129,0.554605
747,63,8376,0.252868,1.01345,0.76058
887,70,5997,0.460377,1.01368,0.553307
885,81,4694,0.460304,1.01373,0.553427
886,81,2962,0.460312,1.01385,0.55354
889,100,5997,0.461765,1.01456,0.552792
678,44,10235,0.101338,1.01557,0.914233
751,71,9876,0.258391,1.01734,0.758947
766,100,8424,0.266688,1.02372,0.757032
768,76,10235,0.267191,1.02436,0.757173
771,74,10235,0.267527,1.02469,0.757165
895,76,5389,0.476023,1.02574,0.549717
896,74,5389,0.476359,1.02596,0.5496
898,76,7424,0.477862,1.02715,0.549286
899,76,4872,0.477863,1.02747,0.549612
901,74,4872,0.478199,1.02783,0.549634
903,54,5471,0.479209,1.02837,0.549163
781,104,7319,0.274684,1.03075,0.756067
783,8,8092,0.278279,1.03294,0.754662
784,8,7497,0.278353,1.03304,0.754687
909,8,4241,0.4856,1.03368,0.548083
913,98,4241,0.488501,1.03666,0.548162
950,56,594,0.695712,1.03695,0.341241
951,38,594,0.696994,1.0381,0.341103
916,49,5819,0.49661,1.04262,0.546012
954,14,349,0.708732,1.04803,0.339293
927,29,7117,0.519166,1.059,0.539835
929,112,7971,0.523083,1.06093,0.537849
959,113,175,0.724928,1.06181,0.336877
960,61,423,0.725847,1.06252,0.336674
961,17,1449,0.727938,1.06431,0.33637
962,17,418,0.728018,1.06435,0.336337
963,12,1284,0.728928,1.06508,0.336152
964,72,518,0.729725,1.06577,0.33604
965,114,423,0.732273,1.06724,0.334965
966,30,423,0.732326,1.06731,0.33498
967,35,518,0.733448,1.06816,0.334713
807,9,8974,0.336908,1.07685,0.739946
932,74,4546,0.553516,1.08376,0.53024
292,22,52943,0.009576,1.08457,1.07499
