FlowID,Leaf,Size,StartTime,EndTime,CompletionTime
42,58,1341,0.00153,0.0751746,0.0736446
44,58,5244,0.001576,0.0777421,0.0761661
49,44,4852,0.001638,0.0779936,0.0763556
51,44,4372,0.001663,0.0792789,0.0776159
222,89,458,0.007645,0.118132,0.110487
318,61,424,0.010754,0.13978,0.129026
366,64,1875,0.012001,0.150096,0.138095
450,87,458,0.013863,0.169873,0.15601
601,99,1675,0.020842,0.20428,0.183438
602,99,123,0.020869,0.204289,0.18342
630,107,1475,0.026134,0.210401,0.184267
635,45,762,0.030924,0.211421,0.180497
636,95,762,0.032591,0.211458,0.178867
638,65,762,0.034424,0.211709,0.177285
2,72,11489,0.000158,0.214245,0.214087
109,72,10639,0.003665,0.253173,0.249508
639,79,162,0.049242,0.270388,0.221146
640,33,162,0.050571,0.279729,0.229158
182,113,7705,0.006571,0.280061,0.27349
208,35,10639,0.007388,0.289882,0.282494
218,17,8205,0.007574,0.292543,0.284969
642,102,162,0.054501,0.327369,0.272868
644,69,275,0.054877,0.329895,0.275018
337,62,10620,0.011357,0.338832,0.327475
493,33,10753,0.01603,0.38702,0.37099
628,107,4897,0.025906,0.417076,0.39117
22,78,15411,0.001056,0.42667,0.425614
679,44,662,0.101426,0.439851,0.338425
686,65,363,0.11327,0.459001,0.345731
688,99,694,0.123259,0.47484,0.351581
689,112,5121,0.123921,0.476484,0.352563
692,9,258,0.143292,0.5068,0.363508
641,8,3810,0.05251,0.511765,0.459255
693,83,423,0.148834,0.515656,0.366822
291,15,15588,0.009569,0.527128,0.517559
696,71,258,0.156937,0.528004,0.371067
697,63,2560,0.157139,0.528537,0.371398
698,32,1458,0.159641,0.533017,0.373376
705,70,463,0.165266,0.542034,0.376768
710,100,463,0.166655,0.544255,0.3776
721,54,2987,0.178631,0.561074,0.382443
722,31,458,0.182368,0.565963,0.383595
419,104,15489,0.013048,0.570129,0.557081
728,98,2177,0.185766,0.571726,0.38596
731,47,494,0.193497,0.582689,0.389192
733,52,4405,0.203767,0.595632,0.391865
735,44,1294,0.209163,0.600534,0.391371
736,58,5310,0.210666,0.602373,0.391707
741,99,877,0.223154,0.614379,0.391225
590,102,10753,0.019961,0.615212,0.595251
659,52,4897,0.06846,0.622579,0.554119
664,8,6794,0.082514,0.624725,0.542211
743,9,4058,0.239057,0.629365,0.390308
749,63,4655,0.252989,0.642977,0.389988
752,71,3558,0.258459,0.647714,0.389255
755,29,56,0.260153,0.649457,0.389304
756,51,463,0.261333,0.650372,0.389039
758,81,1823,0.262828,0.651945,0.389117
759,25,463,0.263338,0.652224,0.388886
760,25,1794,0.263463,0.652451,0.388988
767,76,4938,0.267153,0.657051,0.389898
769,76,262,0.267369,0.657582,0.390213
774,52,1794,0.267739,0.657943,0.390204
773,74,262,0.267705,0.658278,0.390573
778,104,1475,0.27451,0.664596,0.390086
782,31,475,0.278096,0.667943,0.389847
128,35,21588,0.00414,0.677579,0.673439
145,65,20243,0.004668,0.678337,0.673669
150,100,20489,0.004904,0.678662,0.673758
184,96,20489,0.006657,0.690966,0.684309
195,96,26471,0.007022,0.696207,0.689185
792,44,2694,0.309058,0.696529,0.387471
794,44,1649,0.309114,0.69708,0.387966
795,44,1218,0.309225,0.697193,0.387968
796,44,2748,0.309259,0.697402,0.388143
798,58,684,0.310887,0.698689,0.387802
800,99,2622,0.320221,0.706699,0.386478
803,112,463,0.323145,0.708948,0.385803
804,112,1794,0.32327,0.709343,0.386073
258,50,26471,0.008492,0.715595,0.707103
271,15,25609,0.008969,0.719684,0.710715
808,9,1477,0.336958,0.720999,0.384041
287,12,26883,0.009442,0.724308,0.714866
284,32,24489,0.009326,0.724898,0.715572
811,82,4147,0.343833,0.726882,0.383049
708,100,5617,0.166519,0.739542,0.573023
335,111,25589,0.011347,0.740188,0.728841
816,25,249,0.361715,0.741655,0.37994
820,25,3367,0.361839,0.742569,0.38073
826,52,249,0.365991,0.746593,0.380602
827,52,2018,0.365992,0.746786,0.380794
829,52,2012,0.366073,0.747397,0.381324
835,83,1062,0.368963,0.750583,0.38162
841,54,4032,0.379331,0.760714,0.381383
