FlowID,Leaf,Size,StartTime,EndTime,CompletionTime
24,30,400,0.00123,0.0704669,0.0692369
677,99,1664,0.020646,0.0906213,0.0699753
678,99,152,0.020675,0.0906317,0.0699567
679,99,2760,0.025326,0.0915126,0.0661866
680,95,784,0.032734,0.098833,0.066099
682,9,4840,0.035132,0.10141,0.0662785
683,9,1456,0.035361,0.101489,0.066128
684,40,540,0.038729,0.104818,0.0660892
689,2,224,0.060255,0.134858,0.0746032
698,54,2648,0.07062,0.139325,0.0687046
700,100,3120,0.070702,0.139533,0.0688308
699,54,3688,0.070653,0.139605,0.0689518
703,104,360,0.0822,0.148279,0.0660794
704,8,568,0.082223,0.148672,0.0664488
685,98,6448,0.040164,0.150355,0.110191
710,82,2704,0.085306,0.15149,0.0661844
1,72,19400,0.000151,0.154792,0.154641
715,95,336,0.108467,0.183253,0.0747864
636,43,14800,0.018519,0.185707,0.167188
717,17,336,0.117712,0.187741,0.0700293
718,99,624,0.120646,0.187783,0.0671371
702,8,6656,0.082183,0.192382,0.110199
706,104,7128,0.082293,0.192587,0.110294
705,8,8680,0.082258,0.19297,0.110712
707,8,9208,0.082339,0.193523,0.111184
720,107,264,0.142544,0.216596,0.0740517
81,95,20600,0.002831,0.217916,0.215085
722,40,336,0.147932,0.222429,0.0744965
723,101,448,0.14899,0.223659,0.0746688
342,46,15400,0.009536,0.225124,0.215588
697,49,12896,0.068572,0.235542,0.16697
728,52,2704,0.16144,0.235953,0.0745132
733,49,264,0.16854,0.237965,0.0694254
734,32,1456,0.168583,0.238043,0.0694602
736,54,4840,0.170673,0.238673,0.0679995
737,54,2760,0.17069,0.239013,0.0683226
740,100,416,0.170749,0.23917,0.0684214
741,100,5200,0.170829,0.239637,0.0688075
0,69,88600,0.000119,0.243187,0.243068
743,31,472,0.179818,0.252804,0.0729858
6,45,57800,0.000745,0.256443,0.255698
747,8,4632,0.182272,0.257051,0.074779
16,61,43000,0.001023,0.26107,0.260047
47,78,20400,0.001741,0.264791,0.26305
172,38,8400,0.005038,0.268287,0.263249
721,112,7336,0.146299,0.268656,0.122357
750,102,432,0.197875,0.272253,0.0743778
730,52,5824,0.161471,0.283731,0.12226
739,81,5464,0.17074,0.284875,0.114135
735,100,5672,0.170614,0.284877,0.114263
738,100,7544,0.170702,0.284993,0.114291
708,99,37000,0.082623,0.285118,0.202495
758,57,648,0.220192,0.287304,0.067112
759,99,832,0.220569,0.287344,0.0667748
760,14,864,0.221267,0.287481,0.0662144
761,98,2288,0.240194,0.310432,0.070238
