FlowID,Leaf,Size,StartTime,EndTime,CompletionTime
42,58,1341,0.00153,0.0751746,0.0736446
44,58,5244,0.001576,0.0777657,0.0761897
49,44,4852,0.001638,0.0780172,0.0763792
51,44,4372,0.001663,0.0793025,0.0776395
222,89,458,0.007645,0.118509,0.110864
602,99,123,0.020869,0.149419,0.12855
625,99,2905,0.025571,0.15337,0.127799
628,107,4897,0.025906,0.154079,0.128173
630,107,1475,0.026134,0.154217,0.128083
635,45,762,0.030924,0.155261,0.124337
636,95,762,0.032591,0.155298,0.122707
638,65,762,0.034424,0.155573,0.121149
2,72,11489,0.000158,0.158227,0.158069
119,35,11489,0.00388,0.202848,0.198968
639,79,162,0.049242,0.209082,0.15984
644,69,275,0.054877,0.245926,0.191049
668,104,324,0.082965,0.2622,0.179235
22,78,15411,0.001056,0.268665,0.267609
685,14,377,0.112808,0.303739,0.190931
686,65,363,0.11327,0.304226,0.190956
109,72,10639,0.003665,0.305512,0.301847
201,34,16588,0.007205,0.326058,0.318853
693,83,423,0.148834,0.339614,0.19078
697,63,2560,0.157139,0.348377,0.191238
710,100,463,0.166655,0.358193,0.191538
8,72,21588,0.000418,0.373594,0.373176
10,72,39383,0.000589,0.380006,0.379417
40,72,31551,0.001473,0.386465,0.384992
678,44,10235,0.101338,0.389935,0.288597
62,34,40609,0.002204,0.397829,0.395625
734,44,2659,0.209118,0.399836,0.190718
735,44,1294,0.209163,0.399967,0.190804
736,58,5310,0.210666,0.401452,0.190786
741,99,877,0.223154,0.413955,0.190801
128,35,21588,0.00414,0.418762,0.414622
154,18,12243,0.005056,0.422014,0.416958
188,14,14588,0.006742,0.429712,0.42297
746,17,877,0.242013,0.43292,0.190907
208,35,10639,0.007388,0.434997,0.427609
218,17,8205,0.007574,0.436488,0.428914
239,50,20489,0.008127,0.441659,0.433532
749,63,4655,0.252989,0.444519,0.19153
752,71,3558,0.258459,0.449748,0.191289
754,27,463,0.25941,0.450435,0.191025
753,112,4405,0.259299,0.450598,0.191299
756,51,463,0.261333,0.452416,0.191083
758,81,1823,0.262828,0.454108,0.19128
759,25,463,0.263338,0.454434,0.191096
769,76,262,0.267369,0.458747,0.191378
467,79,10753,0.014702,0.462953,0.448251
709,100,7810,0.166607,0.464638,0.298031
778,104,1475,0.27451,0.465576,0.191066
717,74,5794,0.171762,0.469504,0.297742
673,98,6794,0.085416,0.475634,0.390218
666,8,8617,0.082583,0.475641,0.393058
723,8,5974,0.18286,0.480603,0.297743
727,98,5974,0.185762,0.483374,0.297612
729,98,4712,0.185778,0.483481,0.297703
730,98,7245,0.185864,0.483565,0.297701
31,72,40589,0.001178,0.488923,0.487745
27,77,40609,0.001118,0.490853,0.489735
39,62,26223,0.001448,0.49187,0.490422
50,73,41029,0.001649,0.492272,0.490623
792,44,2694,0.309058,0.499738,0.19068
737,58,13639,0.210814,0.50822,0.297406
803,112,463,0.323145,0.514132,0.190987
103,70,20489,0.003515,0.516389,0.512874
739,112,5376,0.219718,0.517099,0.297381
808,9,1477,0.336958,0.526482,0.189524
742,9,5376,0.239019,0.534018,0.294999
812,32,1575,0.351096,0.539292,0.188196
814,90,399,0.355612,0.543483,0.187871
747,63,8376,0.252868,0.547551,0.294683
750,63,8319,0.253026,0.547755,0.294729
258,50,26471,0.008492,0.548783,0.540291
816,25,249,0.361715,0.549069,0.187354
817,25,2018,0.361716,0.549243,0.187527
818,25,4748,0.36174,0.549499,0.187759
819,25,2012,0.361797,0.549616,0.187819
820,25,3367,0.361839,0.549886,0.188047
270,46,25609,0.008928,0.553737,0.544809
826,52,249,0.365991,0.55374,0.187749
827,52,2018,0.365992,0.553869,0.187877
828,52,4748,0.366016,0.5542,0.188184
829,52,2012,0.366073,0.55443,0.188357
830,52,3367,0.366115,0.554926,0.188811
835,83,1062,0.368963,0.558025,0.189062
287,12,26883,0.009442,0.558073,0.548631
757,81,3688,0.2628,0.558399,0.295599
840,54,1899,0.379311,0.567865,0.188554
841,54,4032,0.379331,0.568258,0.188927
780,104,6810,0.274656,0.570393,0.295737
784,8,7497,0.278353,0.573725,0.295372
844,8,4117,0.385771,0.5749,0.189129
845,31,2558,0.385887,0.574944,0.189057
846,31,1862,0.385945,0.575129,0.189184
848,98,4117,0.388672,0.578812,0.19014
850,49,3188,0.397429,0.586519,0.18909
791,49,5621,0.300806,0.594706,0.2939
855,44,3367,0.407894,0.595937,0.188043
856,4,363,0.41257,0.599964,0.187394
793,44,6424,0.309058,0.603352,0.294294
797,58,7389,0.310813,0.604296,0.293483
857,106,663,0.419835,0.606736,0.186901
859,99,1418,0.420854,0.607913,0.187059
858,107,3737,0.420794,0.608006,0.187212
863,112,2012,0.421604,0.608948,0.187344
865,45,794,0.423196,0.610189,0.186993
866,95,794,0.424863,0.611315,0.186452
867,65,794,0.426695,0.612935,0.18624
87,81,57447,0.002811,0.61433,0.611519
805,112,6889,0.323495,0.615641,0.292146
869,9,3622,0.433945,0.619097,0.185152
870,82,475,0.43956,0.624003,0.184443
871,82,55,0.439628,0.62404,0.184412
872,25,3517,0.441559,0.625775,0.184216
138,35,39383,0.004312,0.62587,0.621558
807,9,8974,0.336908,0.627465,0.290557
873,52,3517,0.445835,0.629678,0.183843
165,99,25609,0.005768,0.630315,0.624547
875,32,2655,0.450219,0.634572,0.184353
195,96,26471,0.007022,0.63852,0.631498
878,18,1294,0.456127,0.63995,0.183823
879,71,1362,0.45651,0.640343,0.183833
880,71,2909,0.456538,0.640604,0.184066
881,71,4737,0.456554,0.641107,0.184553
813,32,5617,0.351194,0.641846,0.290652
213,33,31471,0.007457,0.642696,0.635239
882,63,3944,0.458291,0.642783,0.184492
883,6,312,0.459655,0.643973,0.184318
884,81,2094,0.460164,0.644714,0.18455
885,81,4694,0.460304,0.645251,0.184947
886,81,2962,0.460312,0.645639,0.185327
891,3,312,0.4641,0.649231,0.185131
815,63,7474,0.358396,0.650188,0.291792
892,18,1477,0.465616,0.650727,0.185111
263,3,97447,0.008593,0.654497,0.645904
894,104,3122,0.470627,0.654779,0.184152
825,100,6092,0.364716,0.655885,0.291169
831,76,7319,0.366216,0.657003,0.290787
832,76,6974,0.366234,0.657299,0.291065
834,74,6974,0.36657,0.657718,0.291148
897,48,158,0.476762,0.660626,0.183864
761,25,6889,0.263687,0.660712,0.397025
899,76,4872,0.477863,0.662116,0.184253
901,74,4872,0.478199,0.662779,0.18458
902,54,2406,0.479133,0.663266,0.184133
904,108,158,0.483937,0.668644,0.184707
906,31,894,0.484816,0.670049,0.185233
908,8,1894,0.485567,0.671166,0.185599
909,8,4241,0.4856,0.671531,0.185931
910,8,2371,0.4856,0.671662,0.186062
842,54,5735,0.379413,0.672078,0.292665
912,98,1894,0.488468,0.674526,0.186058
913,98,4241,0.488501,0.675006,0.186505
914,98,2371,0.488502,0.675186,0.186684
843,8,6064,0.385578,0.677986,0.292408
847,98,6064,0.38848,0.681494,0.293014
624,106,86179,0.025134,0.681848,0.656714
917,49,4987,0.496645,0.684064,0.187419
5,72,61218,0.000338,0.688628,0.68829
919,112,3517,0.501366,0.688801,0.187435
849,49,5794,0.395814,0.689312,0.293498
851,49,8117,0.397537,0.690885,0.293348
854,44,11129,0.407871,0.700661,0.29279
925,47,277,0.517968,0.704185,0.186217
926,12,677,0.519023,0.705364,0.186341
928,14,384,0.522713,0.708478,0.185765
96,27,52447,0.00309,0.717939,0.714849
801,107,7810,0.323081,0.719315,0.396234
868,9,8924,0.433938,0.722579,0.288641
149,35,40589,0.004901,0.73124,0.726339
184,96,20489,0.006657,0.731892,0.725235
930,17,284,0.551918,0.733832,0.181914
171,77,16588,0.006119,0.734196,0.728077
931,76,4546,0.55318,0.736004,0.182824
932,74,4546,0.553516,0.736538,0.183022
874,29,6294,0.450169,0.737731,0.287562
877,29,2938,0.450271,0.73847,0.288199
933,10,377,0.563295,0.746317,0.183022
887,70,5997,0.460377,0.74723,0.286853
888,81,6745,0.460398,0.747594,0.287196
890,25,7971,0.463275,0.750748,0.287473
936,61,575,0.568056,0.752127,0.184071
893,52,7971,0.467552,0.754322,0.28677
824,100,15490,0.364698,0.756024,0.391326
833,74,7319,0.366552,0.757614,0.391062
895,76,5389,0.476023,0.760077,0.284054
896,74,5389,0.476359,0.760222,0.283863
898,76,7424,0.477862,0.76107,0.283208
900,74,7424,0.478198,0.761491,0.283293
763,70,5889,0.265246,0.761706,0.49646
903,54,5471,0.479209,0.762219,0.28301
302,22,122358,0.009877,0.763322,0.753445
767,76,4938,0.267153,0.763517,0.496364
771,74,10235,0.267527,0.764159,0.496632
905,31,8819,0.484791,0.768926,0.284135
907,8,8034,0.48549,0.769872,0.284382
839,54,9592,0.379237,0.770086,0.390849
938,18,1384,0.589578,0.770243,0.180665
537,34,11778,0.017809,0.772752,0.754943
911,98,8034,0.488391,0.772823,0.284432
593,38,68198,0.020144,0.775584,0.75544
789,98,8092,0.281181,0.77893,0.497749
916,49,5819,0.49661,0.780819,0.284209
918,49,5889,0.496646,0.781317,0.284671
726,8,7245,0.182962,0.786441,0.603479
29,48,57447,0.001173,0.791676,0.790503
36,64,67058,0.001366,0.794965,0.793599
927,29,7117,0.519166,0.802776,0.28361
940,114,575,0.624482,0.804622,0.18014
941,30,575,0.624534,0.804722,0.180188
942,89,777,0.63581,0.814883,0.179073
802,107,9319,0.323109,0.815923,0.492814
943,87,777,0.642028,0.820074,0.178046
944,45,177,0.647667,0.825598,0.177931
945,90,412,0.648675,0.826291,0.177616
946,95,177,0.649334,0.826836,0.177502
155,35,31551,0.005196,0.827767,0.822571
947,65,177,0.651167,0.828312,0.177145
876,32,15639,0.450236,0.833307,0.383071
948,90,347,0.660914,0.837003,0.176089
949,83,763,0.663194,0.838911,0.175717
207,93,57058,0.007339,0.838982,0.831643
889,100,5997,0.461765,0.842989,0.381224
233,64,56218,0.007993,0.844898,0.836905
838,104,22848,0.372617,0.857052,0.484435
770,74,4938,0.26749,0.85778,0.59029
392,1,31223,0.012549,0.860123,0.847574
950,56,594,0.695712,0.865823,0.170111
951,38,594,0.696994,0.86666,0.169666
915,49,15620,0.496562,0.873384,0.376822
954,14,349,0.708732,0.876161,0.167429
