size,cdf
4300,0.8821580747525413
4400,0.8831680288763215
4500,0.884040533622309
4600,0.8846062672932233
4700,0.8851520807644576
4800,0.8857795670543801
4900,0.886480758083119
5000,0.8872476857708022
5100,0.8879010683203088
5200,0.8884189935119909
5300,0.888916998503993
5400,0.8894468758154832
5500,0.8898652000087649
5600,0.8901938833034863
5700,0.8906460718362241
5800,0.8909707710910094
5900,0.8913910873042591
6000,0.8917476588785326
6100,0.8922157835710145
6200,0.89258032322516
6300,0.8929349027794654
6400,0.893295458393675
6500,0.8935882853289722
6600,0.8938153756053251
6700,0.8942018274791187
6800,0.8944388778553116
6900,0.8946759282315045
7000,0.8950783162650422
7100,0.8953093905813312
7200,0.8956181536763724
7300,0.8959209407115097
7400,0.8961460389678946
7500,0.8966241237602166
7600,0.8968193417170813
7700,0.8969488230150019
7800,0.8971081846124426
7900,0.8972735222697872
8000,0.8974886604263321
8100,0.8976699342434209
8200,0.897942840979038
8300,0.8981480190357428
8400,0.8983850694119357
8500,0.8985763033288646
8600,0.8988113616850896
8700,0.8989687312625622
8800,0.899148013059683
8900,0.8995543851331566
9000,0.8997575711698934
9100,0.8999946215460863
9200,0.9001798794031112
9300,0.9004209138192402
9400,0.9015703093407809
9500,0.9017017826586694
9600,0.9019029766754382
9700,0.9020364420132947
9800,0.9022137317904475
9900,0.9024029736874083
10000,0.9026260799238252
10100,0.902847194140274
10200,0.9031240849158272
10300,0.9034129278111884
10400,0.9038730844237982
10500,0.9044188978950325
10600,0.9051838335627477
10700,0.9062176919261439
10800,0.9073670874476846
10900,0.9092814186369405
11000,0.9106399762551219
11100,0.9117913637966307
11200,0.9129487273980434
11300,0.914076210699936
11400,0.9151140531032683
11500,0.916498506981034
11600,0.9228291464393639
11700,0.9333270916707669
11800,0.9403150977185395
11900,0.9459027137288024
12000,0.950213444939572
12100,0.953356852449089
12200,0.9558389093292271
12300,0.9577034400192828
12400,0.9590042290583921
12500,0.9599524305631639
12600,0.960938480447328
12700,0.9617153682348512
12800,0.962153612627813
12900,0.9627312984185353
13000,0.9632113752308253
13100,0.9635320904456747
13200,0.9639324864592442
13300,0.9642452335942215
13400,0.9644782999304785
13500,0.9646794939472473
13600,0.9649125602835043
13700,0.965101802180465
13800,0.9654802859743866
13900,0.965585863032691
14000,0.9657611607898757
14100,0.9659205223873164
14200,0.9660798839847571
14300,0.966308966281078
14400,0.9664464156588706
14500,0.966550000697207
14600,0.9666794819951275
14700,0.966781075013496
14800,0.9669025882315444
14900,0.967042029629305
15000,0.9671535827475135
15100,0.9672392396061378
15200,0.9673209124248261
15300,0.9674045772634825
15400,0.9675499947211471
15500,0.9676794760190676
15600,0.967781069037436
15700,0.9679225024551646
15800,0.9680240954735331
15900,0.9681077603121894
16000,0.968243217670014
16100,0.9684165234072306
16200,0.9685141323856631
16300,0.9686794700430077
16400,0.9689025762794247
16500,0.9690479937370893
16600,0.96923723563405
16700,0.9693328525925143
16800,0.9694384296508188
16900,0.9695619348888354
17000,0.9696555598273318
17100,0.9697790650653482
17200,0.9698348416244524
17300,0.9698985862634287
17400,0.9700001792817972
17500,0.9701475887594297
17600,0.9702810540972863
17700,0.9703886231755587
17800,0.9705459927530313
17900,0.9706276655717196
18000,0.9707671069694802
18100,0.9708766680677207
18200,0.970936428666761
18300,0.9710041573456732
18400,0.9710798541044575
18500,0.9711615269231458
18600,0.9712730800413544
18700,0.9713447927602026
18800,0.971426465578891
18900,0.9715001703177073
19000,0.9715957872761717
19100,0.9716734760549239
19200,0.9717173004942201
19300,0.9718228775525246
19400,0.9718667019918208
19500,0.9719583349103491
19600,0.9720439917689735
19700,0.9721196885277578
19800,0.9721933932665741
19900,0.9722750660852625
20000,0.9723049463847826
21000,0.9729543448943532
22000,0.9736635040029641
23000,0.9744921843096556
24000,0.9756216596315161
25000,0.9762371938016307
26000,0.976816871612321
27000,0.9776435598990444
28000,0.9782312057896069
29000,0.9786594900827286
30000,0.9790977344756904
31000,0.979490162409388
32000,0.9797889654045893
33000,0.9802690422168792
34000,0.9810857704037625
35000,0.9814921424772362
36000,0.9822471180451113
37000,0.9825758013398326
38000,0.9828805803949379
39000,0.9832710163086674
40000,0.9835638432439647
41000,0.9842072656936313
42000,0.9844662282894724
43000,0.9846674223062412
44000,0.9848407280434579
45000,0.985113634779075
46000,0.9852690123365797
47000,0.9854502861536684
48000,0.9857331529891256
49000,0.9859223948860864
50000,0.986073788403655
51000,0.9862470941408716
52000,0.9864124317982164
53000,0.986559841275849
54000,0.9866853385338334
55000,0.9868865325506023
56000,0.9870937026272751
57000,0.987296888664012
58000,0.9875219869203969
59000,0.9876634203381255
60000,0.9878486781951502
61000,0.988053856251855
