interval,cdf
1e-06,0.002009996087793116
2e-06,0.002009996087793116
3e-06,0.002057900661881532
4e-06,0.0025090020678807815
4.9999999999999996e-06,0.003856318214117478
6e-06,0.005790465392937269
7e-06,0.005812421656061126
8e-06,0.005888270565034452
9e-06,0.006014020072016543
9.999999999999999e-06,0.006139769578998634
1.1e-05,0.006153741746441089
1.2e-05,0.006193662224848103
1.3e-05,0.006221606559733012
1.4e-05,0.006243562822856869
1.4999999999999999e-05,0.006253542942458622
1.6e-05,0.006291467396945285
1.7e-05,0.006311427636148791
1.8e-05,0.006325399803591246
1.8999999999999998e-05,0.006355340162396506
1.9999999999999998e-05,0.006393264616883169
2.1e-05,0.006588874961077533
2.2e-05,0.006680692061413664
2.3e-05,0.006778497233510847
2.4e-05,0.006868318309926626
2.4999999999999998e-05,0.0069501552906610035
2.6e-05,0.00715175370661642
2.7e-05,0.0072495588787136024
2.8e-05,0.007353352122571837
2.9e-05,0.007433193079385864
2.9999999999999997e-05,0.007534990299323747
3.1e-05,0.00772461257175706
3.2e-05,0.007794473408969333
3.2999999999999996e-05,0.007866330270101958
3.4e-05,0.007964135442199139
3.5e-05,0.008051960494694569
3.6e-05,0.008121821331906842
3.7e-05,0.008365336250189622
3.7999999999999995e-05,0.008491085757171713
3.9e-05,0.008626815383755558
3.9999999999999996e-05,0.00878050922562256
4.1e-05,0.00895815535453377
4.2e-05,0.009405264712692317
4.2999999999999995e-05,0.009594886985125629
4.4e-05,0.009780517209718242
4.4999999999999996e-05,0.009968143458231203
4.6e-05,0.010149781634983113
4.7e-05,0.010457169318717116
4.8e-05,0.01059289894530096
4.9e-05,0.010696692189159194
4.9999999999999996e-05,0.010798489409097079
5.1e-05,0.010916254820397767
5.2e-05,0.01113382142771599
5.3e-05,0.011241606719414925
5.4e-05,0.01131745562838825
5.4999999999999995e-05,0.011397296585202277
5.6e-05,0.011523046092184368
5.6999999999999996e-05,0.011710672340697332
5.8e-05,0.011794505345352058
5.9e-05,0.011868358230405033
5.9999999999999995e-05,0.01195019521113941
6.1e-05,0.01204001628755519
6.2e-05,0.012211674344705346
6.3e-05,0.012289519277599022
6.4e-05,0.012369360234413049
6.5e-05,0.012471157454350934
6.599999999999999e-05,0.012560978530766712
6.7e-05,0.012748604779279676
6.8e-05,0.012814473568651247
6.9e-05,0.01288233838194317
7e-05,0.012930242956031585
7.099999999999999e-05,0.012996111745403157
7.2e-05,0.013067968606535781
7.3e-05,0.013231642568004536
7.4e-05,0.01330948750089821
7.5e-05,0.013383340385951185
7.599999999999999e-05,0.013447213151402406
7.7e-05,0.01352106603645538
7.8e-05,0.013706696261047993
7.9e-05,0.013752604811216058
7.999999999999999e-05,0.013824461672348682
8.099999999999999e-05,0.013894322509560955
8.2e-05,0.013950211179330773
8.3e-05,0.01411787718864023
8.4e-05,0.0141797539301711
8.499999999999999e-05,0.014231650552100216
8.599999999999999e-05,0.014291531269710736
8.7e-05,0.014353408011241606
8.8e-05,0.014489137637825451
8.9e-05,0.014580954738161582
8.999999999999999e-05,0.014656803647134908
9.099999999999999e-05,0.014732652556108233
9.2e-05,0.014800517369400155
9.3e-05,0.014950219163426455
9.4e-05,0.015020080000638727
9.499999999999999e-05,0.0150859487900103
9.6e-05,0.015155809627222573
9.7e-05,0.015209702273072041
9.8e-05,0.015375372258461145
9.9e-05,0.015453217191354821
9.999999999999999e-05,0.015517089956806042
0.0001,0.015517089956806042
0.00011,0.016431268912326644
0.00012,0.01755902242732477
0.00013000000000000002,0.0188644220712341
0.00014,0.02030954338956798
0.00015000000000000001,0.02217582575509585
0.00015999999999999999,0.024191809914650017
0.00017,0.027383452163290724
0.00017999999999999998,0.02945133294477401
0.00019,0.031461329032567126
0.00019999999999999998,0.033453360905077084
0.00021,0.03594240273375436
0.00021999999999999998,0.03975480842162413
0.00023,0.04553529369495964
0.00023999999999999998,0.053808812844813134
0.00025,0.06808237989924071
0.00026,0.0852641538056192
0.00027,0.09758960151378454
0.00028,0.10794297758864342
0.00029,0.11762568962626448
0.0003,0.12379939161190907
0.00031,0.1288114076759096
0.00031999999999999997,0.1348553681067314
0.00033,0.14445025509185702
0.00033999999999999997,0.15504115801323762
0.00035,0.16500131737578744
0.00035999999999999997,0.17198740109701474
0.00036999999999999994,0.17711319052447524
0.00037999999999999997,0.18069405743758432
0.00039,0.18370406150947313
0.00039999999999999996,0.1871032902458303
0.00040999999999999994,0.19061629234564748
0.00041999999999999996,0.19320713139426263
0.00043,0.1955504634767543
0.00043999999999999996,0.1978818194157239
0.00044999999999999993,0.20051657099058676
0.00045999999999999996,0.20333894881396258
0.00047,0.20618727494830297
0.00047999999999999996,0.20934498479029773
0.00049,0.21235698488610688
0.0005,0.21533704859919042
0.00051,0.2186025437328841
0.00052,0.2219199354885069
0.00053,0.2247762457185287
0.00054,0.22785810665155012
0.00055,0.23102380058922625
0.00056,0.23426733945979608
0.00057,0.23789411492307325
0.00058,0.2420019321511549
0.00059,0.24615366190548427
0.0006000000000000001,0.2505129781475301
0.00061,0.25456091465800124
0.00062,0.2586308074315963
0.00063,0.2625609785307667
0.0006399999999999999,0.2665729866106715
0.00065,0.2703873883224617
0.00066,0.27380258525018164
0.00067,0.2771139889340434
0.00068,0.27993836278133954
0.00069,0.28238948015553017
0.0007,0.2848545696971633
0.00071,0.28684660156967323
0.0007199999999999999,0.28879272489201513
0.00073,0.2907747766449233
0.00074,0.2924354685466551
0.00075,0.2939644228696437
0.00076,0.29539756804445544
0.00077,0.29668300744916126
0.00078,0.29780078084455763
0.00079,0.29893651845523717
0.0007999999999999999,0.29998842306126194
0.00081,0.301257894274605
0.00082,0.30280481281287674
0.00083,0.30496051864685547
0.00084,0.3076152304609218
0.00085,0.31127194628300425
0.00086,0.31544363627653715
0.00087,0.3199366861212465
0.0008799999999999999,0.32392274589018677
0.00089,0.3278968295156049
0.0009,0.3316932670121119
0.00091,0.33517233670528307
0.00092,0.3383759550974459
0.0009299999999999999,0.3416035257766529
0.00094,0.344495764437241
0.00095,0.3472323132320418
0.0009599999999999999,0.3497832318022499
0.0009699999999999999,0.35229023784621033
0.00098,0.35452778066092344
0.00099,0.35645993181582286
0.001,0.3583122420139083
0.0011,0.3734959959760158
0.0012000000000000001,0.38242620699566465
0.0013000000000000002,0.3879771495181598
0.0014000000000000002,0.3921767838465776
0.0015000000000000002,0.3962985732421017
0.0016000000000000003,0.40019680795854656
0.0017000000000000003,0.4030591062603294
0.0018000000000000004,0.4053944542471397
0.0019000000000000004,0.4071529513209686
0.0020000000000000005,0.40864996926123165
0.0021000000000000003,0.4101070667230876
0.0022000000000000006,0.4115062794912534
0.002300000000000001,0.4129633769531094
0.0024000000000000007,0.41478574679238955
0.0025000000000000005,0.41675582240177567
0.0026000000000000007,0.41853228369088774
0.002700000000000001,0.42040655015209705
0.002800000000000001,0.4225482838186333
0.0029000000000000007,0.42474391013101903
0.003000000000000001,0.42708125414174963
0.003100000000000001,0.42955233175514373
0.003200000000000001,0.4318098348090604
0.003300000000000001,0.43401743726496816
0.003400000000000001,0.43599150492219496
0.0035000000000000014,0.43804142148839514
0.003600000000000001,0.43971009748580825
0.003700000000000001,0.44120911144999164
0.0038000000000000013,0.44272409360553777
0.0039000000000000016,0.44421711949796006
0.004000000000000002,0.4458079505624795
0.004100000000000001,0.4472011752588843
0.0042000000000000015,0.4483788293718912
0.004300000000000002,0.44948861867160617
0.004400000000000001,0.45052455508626815
0.004500000000000001,0.45148863463979755
0.004600000000000002,0.4523688811886722
0.004700000000000002,0.45330102435947595
0.004800000000000002,0.4540894538080144
0.004900000000000002,0.45492778385456173
0.005000000000000002,0.45573218149446304
0.005100000000000002,0.4564108296273823
0.005200000000000002,0.4571573425735934
0.005300000000000002,0.45781203841946844
0.005400000000000002,0.45860246389192727
0.005500000000000002,0.4597781219810138
0.005600000000000002,0.46100368066810915
0.005700000000000002,0.46249670656053143
0.005800000000000002,0.4639019074004583
0.0059000000000000025,0.4651733746377217
0.006000000000000003,0.4663809691095338
0.006100000000000002,0.46737898106970915
0.006200000000000002,0.4681893667813715
0.006300000000000003,0.46891591948837913
0.006400000000000002,0.4695606352146524
0.006500000000000002,0.4702612396106955
0.0066000000000000026,0.4709279116000926
0.006700000000000003,0.4715207307044368
0.006800000000000003,0.4721095577609402
0.0069000000000000025,0.4726484842194349
0.007000000000000003,0.47327323970650464
0.007100000000000003,0.4738460985716453
0.007200000000000002,0.47444091369990976
0.007300000000000003,0.4749958083497673
0.007400000000000003,0.47559860757371314
0.007500000000000003,0.4762812477544731
0.0076000000000000035,0.47692197143290566
0.007700000000000003,0.47767048040303717
0.007800000000000003,0.47831719215323076
0.007900000000000004,0.47913556196057455
0.008000000000000004,0.4798122140695734
0.008100000000000003,0.48053477472874034
0.008200000000000002,0.4811794904550136
0.008300000000000004,0.4818681187075346
0.008400000000000005,0.48246492985971945
0.008500000000000004,0.4831595461840015
0.008600000000000003,0.48383619829300034
0.008700000000000003,0.4844330094451852
0.008800000000000002,0.4850437927648125
0.008900000000000005,0.48559868741467
0.009000000000000005,0.4861515860406071
0.009100000000000004,0.4866465999728541
0.009200000000000003,0.48719351052703014
0.009300000000000003,0.4877883256552947
0.009400000000000006,0.4883532004247539
0.009500000000000005,0.4888741626679654
0.009600000000000004,0.4893991169590176
0.009700000000000004,0.4898801587238221
0.009800000000000003,0.4903312601298214
0.009900000000000003,0.4907963337032631
0.01,0.49116360210460763
0.011,0.49516163801706997
0.011999999999999999,0.5005548946498575
0.012999999999999998,0.5049700995616732
0.013999999999999997,0.5094990778369488
0.014999999999999996,0.5137725650504196
0.015999999999999993,0.5182516427276864
0.016999999999999994,0.5223414957404849
0.017999999999999995,0.5253375276449312
0.018999999999999993,0.528147929324785
0.01999999999999999,0.5305551341727279
0.02099999999999999,0.5329763111881133
0.021999999999999992,0.5349204384865348
0.02299999999999999,0.5368525896414342
0.023999999999999987,0.5386390310501481
0.024999999999999988,0.5404474287219858
0.02599999999999999,0.5422398582024607
