time,size
1.862898349761963,186
3.3680260181427,186
5.9138171672821045,186
7.671329975128174,100
9.96471095085144,186
10.253589153289795,186
11.96507215499878,100
13.702437400817871,100
14.297997236251831,186
15.525579690933228,186
19.57568359375,186
22.02735686302185,100
22.405733823776245,186
26.18054175376892,186
27.712321996688843,100
30.231584310531616,186
32.01613211631775,100
33.71781301498413,100
34.274566888809204,186
35.78395175933838,186
37.674001693725586,100
39.83484482765198,186
41.94084644317627,100
42.6637818813324,186
50.46882510185242,186
50.75773000717163,186
51.97460389137268,100
53.74668502807617,100
54.51266050338745,186
60.092726707458496,186
61.99381637573242,100
62.612722396850586,186
63.7621967792511,100
64.14283895492554,186
66.98484539985657,186
71.03572130203247,186
75.08700060844421,186
78.87207555770874,186
79.13799285888672,186
83.72204351425171,100
87.24487257003784,186
88.45774841308594,186
88.75495743751526,100
95.07989287376404,186
97.68563055992126,100
99.12414455413818,186
100.60831141471863,186
103.73360109329224,100
104.65288996696472,186
113.72652196884155,100
115.32488775253296,186
115.60992550849915,186
119.65976858139038,186
